caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The brown cube is behind of the yellow sphere,The yellow sphere is behind of the brown cube,behind,cube,brown,sphere,yellow,000843.png
The gray cube is behind of the gray sphere,The gray sphere is behind of the gray cube,behind,cube,gray,sphere,gray,000855.png
The gray cube is behind of the cyan sphere,The cyan sphere is behind of the gray cube,behind,cube,gray,sphere,cyan,000854.png
The gray cube is behind of the blue sphere,The blue sphere is behind of the gray cube,behind,cube,gray,sphere,blue,000852.png
The purple cube is behind of the red sphere,The red sphere is behind of the purple cube,behind,cube,purple,sphere,red,000874.png
The brown cube is behind of the gray sphere,The gray sphere is behind of the brown cube,behind,cube,brown,sphere,gray,000839.png
The green cube is behind of the blue sphere,The blue sphere is behind of the green cube,behind,cube,green,sphere,blue,000860.png
The yellow cube is behind of the brown sphere,The brown sphere is behind of the yellow cube,behind,cube,yellow,sphere,brown,000885.png
The purple cube is behind of the purple sphere,The purple sphere is behind of the purple cube,behind,cube,purple,sphere,purple,000873.png
The green cube is behind of the purple sphere,The purple sphere is behind of the green cube,behind,cube,green,sphere,purple,000865.png
The gray cube is behind of the purple sphere,The purple sphere is behind of the gray cube,behind,cube,gray,sphere,purple,000857.png
The purple cube is behind of the gray sphere,The gray sphere is behind of the purple cube,behind,cube,purple,sphere,gray,000871.png
The red cube is behind of the blue sphere,The blue sphere is behind of the red cube,behind,cube,red,sphere,blue,000876.png
The blue cube is behind of the brown sphere,The brown sphere is behind of the blue cube,behind,cube,blue,sphere,brown,000829.png
The cyan cube is behind of the purple sphere,The purple sphere is behind of the cyan cube,behind,cube,cyan,sphere,purple,000849.png
The blue cube is behind of the cyan sphere,The cyan sphere is behind of the blue cube,behind,cube,blue,sphere,cyan,000830.png
The yellow cube is behind of the red sphere,The red sphere is behind of the yellow cube,behind,cube,yellow,sphere,red,000890.png
The green cube is behind of the yellow sphere,The yellow sphere is behind of the green cube,behind,cube,green,sphere,yellow,000867.png
The green cube is behind of the gray sphere,The gray sphere is behind of the green cube,behind,cube,green,sphere,gray,000863.png
The cyan cube is behind of the yellow sphere,The yellow sphere is behind of the cyan cube,behind,cube,cyan,sphere,yellow,000851.png
The red cube is behind of the purple sphere,The purple sphere is behind of the red cube,behind,cube,red,sphere,purple,000881.png
The brown cube is behind of the cyan sphere,The cyan sphere is behind of the brown cube,behind,cube,brown,sphere,cyan,000838.png
The cyan cube is behind of the red sphere,The red sphere is behind of the cyan cube,behind,cube,cyan,sphere,red,000850.png
The cyan cube is behind of the cyan sphere,The cyan sphere is behind of the cyan cube,behind,cube,cyan,sphere,cyan,000846.png
The yellow cube is behind of the yellow sphere,The yellow sphere is behind of the yellow cube,behind,cube,yellow,sphere,yellow,000891.png
The cyan cube is behind of the green sphere,The green sphere is behind of the cyan cube,behind,cube,cyan,sphere,green,000848.png
The blue cube is behind of the yellow sphere,The yellow sphere is behind of the blue cube,behind,cube,blue,sphere,yellow,000835.png
The purple cube is behind of the cyan sphere,The cyan sphere is behind of the purple cube,behind,cube,purple,sphere,cyan,000870.png
The brown cube is behind of the red sphere,The red sphere is behind of the brown cube,behind,cube,brown,sphere,red,000842.png
The gray cube is behind of the green sphere,The green sphere is behind of the gray cube,behind,cube,gray,sphere,green,000856.png
The red cube is behind of the gray sphere,The gray sphere is behind of the red cube,behind,cube,red,sphere,gray,000879.png
The green cube is behind of the red sphere,The red sphere is behind of the green cube,behind,cube,green,sphere,red,000866.png
The brown sphere is behind of the purple cone,The purple cone is behind of the brown sphere,behind,sphere,brown,cone,purple,000969.png
The green sphere is behind of the cyan cone,The cyan cone is behind of the green sphere,behind,sphere,green,cone,cyan,000990.png
The red sphere is behind of the cyan cone,The cyan cone is behind of the red sphere,behind,sphere,red,cone,cyan,001006.png
The blue sphere is behind of the gray cone,The gray cone is behind of the blue sphere,behind,sphere,blue,cone,gray,000959.png
The cyan sphere is behind of the brown cone,The brown cone is behind of the cyan sphere,behind,sphere,cyan,cone,brown,000973.png
The red sphere is behind of the brown cone,The brown cone is behind of the red sphere,behind,sphere,red,cone,brown,001005.png
The brown sphere is behind of the blue cone,The blue cone is behind of the brown sphere,behind,sphere,brown,cone,blue,000964.png
The blue sphere is behind of the red cone,The red cone is behind of the blue sphere,behind,sphere,blue,cone,red,000962.png
The green sphere is behind of the brown cone,The brown cone is behind of the green sphere,behind,sphere,green,cone,brown,000989.png
The blue sphere is behind of the green cone,The green cone is behind of the blue sphere,behind,sphere,blue,cone,green,000960.png
The purple sphere is behind of the yellow cone,The yellow cone is behind of the purple sphere,behind,sphere,purple,cone,yellow,001003.png
The cyan sphere is behind of the gray cone,The gray cone is behind of the cyan sphere,behind,sphere,cyan,cone,gray,000975.png
The red sphere is behind of the red cone,The red cone is behind of the red sphere,behind,sphere,red,cone,red,001010.png
The purple sphere is behind of the brown cone,The brown cone is behind of the purple sphere,behind,sphere,purple,cone,brown,000997.png
The red sphere is behind of the yellow cone,The yellow cone is behind of the red sphere,behind,sphere,red,cone,yellow,001011.png
The gray sphere is behind of the yellow cone,The yellow cone is behind of the gray sphere,behind,sphere,gray,cone,yellow,000987.png
The gray sphere is behind of the red cone,The red cone is behind of the gray sphere,behind,sphere,gray,cone,red,000986.png
The yellow sphere is behind of the gray cone,The gray cone is behind of the yellow sphere,behind,sphere,yellow,cone,gray,001015.png
The yellow sphere is behind of the green cone,The green cone is behind of the yellow sphere,behind,sphere,yellow,cone,green,001016.png
The brown sphere is behind of the yellow cone,The yellow cone is behind of the brown sphere,behind,sphere,brown,cone,yellow,000971.png
The gray sphere is behind of the gray cone,The gray cone is behind of the gray sphere,behind,sphere,gray,cone,gray,000983.png
The gray sphere is behind of the cyan cone,The cyan cone is behind of the gray sphere,behind,sphere,gray,cone,cyan,000982.png
The gray sphere is behind of the blue cone,The blue cone is behind of the gray sphere,behind,sphere,gray,cone,blue,000980.png
The purple sphere is behind of the red cone,The red cone is behind of the purple sphere,behind,sphere,purple,cone,red,001002.png
The brown sphere is behind of the gray cone,The gray cone is behind of the brown sphere,behind,sphere,brown,cone,gray,000967.png
The green sphere is behind of the blue cone,The blue cone is behind of the green sphere,behind,sphere,green,cone,blue,000988.png
The yellow sphere is behind of the brown cone,The brown cone is behind of the yellow sphere,behind,sphere,yellow,cone,brown,001013.png
The purple sphere is behind of the purple cone,The purple cone is behind of the purple sphere,behind,sphere,purple,cone,purple,001001.png
The green sphere is behind of the purple cone,The purple cone is behind of the green sphere,behind,sphere,green,cone,purple,000993.png
The gray sphere is behind of the purple cone,The purple cone is behind of the gray sphere,behind,sphere,gray,cone,purple,000985.png
The purple sphere is behind of the gray cone,The gray cone is behind of the purple sphere,behind,sphere,purple,cone,gray,000999.png
The red sphere is behind of the blue cone,The blue cone is behind of the red sphere,behind,sphere,red,cone,blue,001004.png
The blue sphere is behind of the brown cone,The brown cone is behind of the blue sphere,behind,sphere,blue,cone,brown,000957.png
The cyan sphere is behind of the purple cone,The purple cone is behind of the cyan sphere,behind,sphere,cyan,cone,purple,000977.png
The blue sphere is behind of the cyan cone,The cyan cone is behind of the blue sphere,behind,sphere,blue,cone,cyan,000958.png
The yellow sphere is behind of the red cone,The red cone is behind of the yellow sphere,behind,sphere,yellow,cone,red,001018.png
The green sphere is behind of the yellow cone,The yellow cone is behind of the green sphere,behind,sphere,green,cone,yellow,000995.png
The green sphere is behind of the gray cone,The gray cone is behind of the green sphere,behind,sphere,green,cone,gray,000991.png
The cyan sphere is behind of the yellow cone,The yellow cone is behind of the cyan sphere,behind,sphere,cyan,cone,yellow,000979.png
The red sphere is behind of the purple cone,The purple cone is behind of the red sphere,behind,sphere,red,cone,purple,001009.png
The brown sphere is behind of the cyan cone,The cyan cone is behind of the brown sphere,behind,sphere,brown,cone,cyan,000966.png
The cyan sphere is behind of the red cone,The red cone is behind of the cyan sphere,behind,sphere,cyan,cone,red,000978.png
The cyan sphere is behind of the cyan cone,The cyan cone is behind of the cyan sphere,behind,sphere,cyan,cone,cyan,000974.png
The yellow sphere is behind of the yellow cone,The yellow cone is behind of the yellow sphere,behind,sphere,yellow,cone,yellow,001019.png
The cyan sphere is behind of the green cone,The green cone is behind of the cyan sphere,behind,sphere,cyan,cone,green,000976.png
The blue sphere is behind of the yellow cone,The yellow cone is behind of the blue sphere,behind,sphere,blue,cone,yellow,000963.png
The purple sphere is behind of the cyan cone,The cyan cone is behind of the purple sphere,behind,sphere,purple,cone,cyan,000998.png
The brown sphere is behind of the red cone,The red cone is behind of the brown sphere,behind,sphere,brown,cone,red,000970.png
The gray sphere is behind of the green cone,The green cone is behind of the gray sphere,behind,sphere,gray,cone,green,000984.png
The red sphere is behind of the gray cone,The gray cone is behind of the red sphere,behind,sphere,red,cone,gray,001007.png
The green sphere is behind of the red cone,The red cone is behind of the green sphere,behind,sphere,green,cone,red,000994.png
The cyan sphere is behind of the yellow sphere,The yellow sphere is behind of the cyan sphere,behind,sphere,cyan,sphere,yellow,001065.png
The green sphere is behind of the purple sphere,The purple sphere is behind of the green sphere,behind,sphere,green,sphere,purple,001070.png
The brown sphere is behind of the red sphere,The red sphere is behind of the brown sphere,behind,sphere,brown,sphere,red,001059.png
The cyan sphere is behind of the gray sphere,The gray sphere is behind of the cyan sphere,behind,sphere,cyan,sphere,gray,001061.png
The cyan sphere is behind of the purple sphere,The purple sphere is behind of the cyan sphere,behind,sphere,cyan,sphere,purple,001063.png
The blue sphere is behind of the cyan sphere,The cyan sphere is behind of the blue sphere,behind,sphere,blue,sphere,cyan,001049.png
The blue sphere is behind of the purple sphere,The purple sphere is behind of the blue sphere,behind,sphere,blue,sphere,purple,001052.png
The blue sphere is behind of the red sphere,The red sphere is behind of the blue sphere,behind,sphere,blue,sphere,red,001053.png
The blue sphere is behind of the gray sphere,The gray sphere is behind of the blue sphere,behind,sphere,blue,sphere,gray,001050.png
The cyan sphere is behind of the red sphere,The red sphere is behind of the cyan sphere,behind,sphere,cyan,sphere,red,001064.png
The green sphere is behind of the red sphere,The red sphere is behind of the green sphere,behind,sphere,green,sphere,red,001071.png
The blue sphere is behind of the green sphere,The green sphere is behind of the blue sphere,behind,sphere,blue,sphere,green,001051.png
The purple sphere is behind of the yellow sphere,The yellow sphere is behind of the purple sphere,behind,sphere,purple,sphere,yellow,001074.png
The green sphere is behind of the yellow sphere,The yellow sphere is behind of the green sphere,behind,sphere,green,sphere,yellow,001072.png
The gray sphere is behind of the green sphere,The green sphere is behind of the gray sphere,behind,sphere,gray,sphere,green,001066.png
The red sphere is behind of the yellow sphere,The yellow sphere is behind of the red sphere,behind,sphere,red,sphere,yellow,001075.png
The gray sphere is behind of the red sphere,The red sphere is behind of the gray sphere,behind,sphere,gray,sphere,red,001068.png
The brown sphere is behind of the cyan sphere,The cyan sphere is behind of the brown sphere,behind,sphere,brown,sphere,cyan,001055.png
The brown sphere is behind of the purple sphere,The purple sphere is behind of the brown sphere,behind,sphere,brown,sphere,purple,001058.png
The cyan sphere is behind of the green sphere,The green sphere is behind of the cyan sphere,behind,sphere,cyan,sphere,green,001062.png
The gray sphere is behind of the purple sphere,The purple sphere is behind of the gray sphere,behind,sphere,gray,sphere,purple,001067.png
The blue sphere is behind of the yellow sphere,The yellow sphere is behind of the blue sphere,behind,sphere,blue,sphere,yellow,001054.png
The cyan cone is in front of the yellow cone,The yellow cone is in front of the cyan cone,front,cone,cyan,cone,yellow,000817.png
The green cone is in front of the purple cone,The purple cone is in front of the green cone,front,cone,green,cone,purple,000822.png
The brown cone is in front of the red cone,The red cone is in front of the brown cone,front,cone,brown,cone,red,000811.png
The cyan cone is in front of the gray cone,The gray cone is in front of the cyan cone,front,cone,cyan,cone,gray,000813.png
The cyan cone is in front of the purple cone,The purple cone is in front of the cyan cone,front,cone,cyan,cone,purple,000815.png
The blue cone is in front of the cyan cone,The cyan cone is in front of the blue cone,front,cone,blue,cone,cyan,000801.png
The blue cone is in front of the purple cone,The purple cone is in front of the blue cone,front,cone,blue,cone,purple,000804.png
The blue cone is in front of the red cone,The red cone is in front of the blue cone,front,cone,blue,cone,red,000805.png
The blue cone is in front of the gray cone,The gray cone is in front of the blue cone,front,cone,blue,cone,gray,000802.png
The cyan cone is in front of the red cone,The red cone is in front of the cyan cone,front,cone,cyan,cone,red,000816.png
The green cone is in front of the red cone,The red cone is in front of the green cone,front,cone,green,cone,red,000823.png
The blue cone is in front of the green cone,The green cone is in front of the blue cone,front,cone,blue,cone,green,000803.png
The purple cone is in front of the yellow cone,The yellow cone is in front of the purple cone,front,cone,purple,cone,yellow,000826.png
The green cone is in front of the yellow cone,The yellow cone is in front of the green cone,front,cone,green,cone,yellow,000824.png
The gray cone is in front of the green cone,The green cone is in front of the gray cone,front,cone,gray,cone,green,000818.png
The red cone is in front of the yellow cone,The yellow cone is in front of the red cone,front,cone,red,cone,yellow,000827.png
The gray cone is in front of the red cone,The red cone is in front of the gray cone,front,cone,gray,cone,red,000820.png
The brown cone is in front of the cyan cone,The cyan cone is in front of the brown cone,front,cone,brown,cone,cyan,000807.png
The brown cone is in front of the purple cone,The purple cone is in front of the brown cone,front,cone,brown,cone,purple,000810.png
The cyan cone is in front of the green cone,The green cone is in front of the cyan cone,front,cone,cyan,cone,green,000814.png
The gray cone is in front of the purple cone,The purple cone is in front of the gray cone,front,cone,gray,cone,purple,000819.png
The blue cone is in front of the yellow cone,The yellow cone is in front of the blue cone,front,cone,blue,cone,yellow,000806.png
The brown cube is in front of the purple cone,The purple cone is in front of the brown cube,front,cube,brown,cone,purple,000629.png
The green cube is in front of the cyan cone,The cyan cone is in front of the green cube,front,cube,green,cone,cyan,000650.png
The red cube is in front of the cyan cone,The cyan cone is in front of the red cube,front,cube,red,cone,cyan,000666.png
The blue cube is in front of the gray cone,The gray cone is in front of the blue cube,front,cube,blue,cone,gray,000619.png
The cyan cube is in front of the brown cone,The brown cone is in front of the cyan cube,front,cube,cyan,cone,brown,000633.png
The red cube is in front of the brown cone,The brown cone is in front of the red cube,front,cube,red,cone,brown,000665.png
The brown cube is in front of the blue cone,The blue cone is in front of the brown cube,front,cube,brown,cone,blue,000624.png
The blue cube is in front of the red cone,The red cone is in front of the blue cube,front,cube,blue,cone,red,000622.png
The green cube is in front of the brown cone,The brown cone is in front of the green cube,front,cube,green,cone,brown,000649.png
The blue cube is in front of the green cone,The green cone is in front of the blue cube,front,cube,blue,cone,green,000620.png
The purple cube is in front of the yellow cone,The yellow cone is in front of the purple cube,front,cube,purple,cone,yellow,000663.png
The cyan cube is in front of the gray cone,The gray cone is in front of the cyan cube,front,cube,cyan,cone,gray,000635.png
The red cube is in front of the red cone,The red cone is in front of the red cube,front,cube,red,cone,red,000670.png
The purple cube is in front of the brown cone,The brown cone is in front of the purple cube,front,cube,purple,cone,brown,000657.png
The red cube is in front of the yellow cone,The yellow cone is in front of the red cube,front,cube,red,cone,yellow,000671.png
The gray cube is in front of the yellow cone,The yellow cone is in front of the gray cube,front,cube,gray,cone,yellow,000647.png
The gray cube is in front of the red cone,The red cone is in front of the gray cube,front,cube,gray,cone,red,000646.png
The yellow cube is in front of the gray cone,The gray cone is in front of the yellow cube,front,cube,yellow,cone,gray,000675.png
The yellow cube is in front of the green cone,The green cone is in front of the yellow cube,front,cube,yellow,cone,green,000676.png
The brown cube is in front of the yellow cone,The yellow cone is in front of the brown cube,front,cube,brown,cone,yellow,000631.png
The gray cube is in front of the gray cone,The gray cone is in front of the gray cube,front,cube,gray,cone,gray,000643.png
The gray cube is in front of the cyan cone,The cyan cone is in front of the gray cube,front,cube,gray,cone,cyan,000642.png
The gray cube is in front of the blue cone,The blue cone is in front of the gray cube,front,cube,gray,cone,blue,000640.png
The purple cube is in front of the red cone,The red cone is in front of the purple cube,front,cube,purple,cone,red,000662.png
The brown cube is in front of the gray cone,The gray cone is in front of the brown cube,front,cube,brown,cone,gray,000627.png
The green cube is in front of the blue cone,The blue cone is in front of the green cube,front,cube,green,cone,blue,000648.png
The yellow cube is in front of the brown cone,The brown cone is in front of the yellow cube,front,cube,yellow,cone,brown,000673.png
The purple cube is in front of the purple cone,The purple cone is in front of the purple cube,front,cube,purple,cone,purple,000661.png
The green cube is in front of the purple cone,The purple cone is in front of the green cube,front,cube,green,cone,purple,000653.png
