caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The gray cube is to the left of the blue sphere,The blue sphere is to the left of the gray cube,left,cube,gray,sphere,blue,000088.png
The gray cube is to the left of the brown sphere,The brown sphere is to the left of the gray cube,left,cube,gray,sphere,brown,000089.png
The gray cube is to the left of the cyan sphere,The cyan sphere is to the left of the gray cube,left,cube,gray,sphere,cyan,000090.png
The gray cube is to the left of the gray sphere,The gray sphere is to the left of the gray cube,left,cube,gray,sphere,gray,000091.png
The gray cube is to the left of the green sphere,The green sphere is to the left of the gray cube,left,cube,gray,sphere,green,000092.png
The gray cube is to the left of the purple sphere,The purple sphere is to the left of the gray cube,left,cube,gray,sphere,purple,000093.png
The gray cube is to the left of the red sphere,The red sphere is to the left of the gray cube,left,cube,gray,sphere,red,000094.png
The gray cube is to the left of the yellow sphere,The yellow sphere is to the left of the gray cube,left,cube,gray,sphere,yellow,000095.png
The green cube is to the left of the blue sphere,The blue sphere is to the left of the green cube,left,cube,green,sphere,blue,000096.png
The green cube is to the left of the brown sphere,The brown sphere is to the left of the green cube,left,cube,green,sphere,brown,000097.png
The green cube is to the left of the cyan sphere,The cyan sphere is to the left of the green cube,left,cube,green,sphere,cyan,000098.png
The green cube is to the left of the gray sphere,The gray sphere is to the left of the green cube,left,cube,green,sphere,gray,000099.png
The green cube is to the left of the green sphere,The green sphere is to the left of the green cube,left,cube,green,sphere,green,000100.png
The green cube is to the left of the purple sphere,The purple sphere is to the left of the green cube,left,cube,green,sphere,purple,000101.png
The green cube is to the left of the red sphere,The red sphere is to the left of the green cube,left,cube,green,sphere,red,000102.png
The green cube is to the left of the yellow sphere,The yellow sphere is to the left of the green cube,left,cube,green,sphere,yellow,000103.png
The purple cube is to the left of the blue sphere,The blue sphere is to the left of the purple cube,left,cube,purple,sphere,blue,000104.png
The purple cube is to the left of the brown sphere,The brown sphere is to the left of the purple cube,left,cube,purple,sphere,brown,000105.png
The purple cube is to the left of the cyan sphere,The cyan sphere is to the left of the purple cube,left,cube,purple,sphere,cyan,000106.png
The purple cube is to the left of the gray sphere,The gray sphere is to the left of the purple cube,left,cube,purple,sphere,gray,000107.png
The purple cube is to the left of the green sphere,The green sphere is to the left of the purple cube,left,cube,purple,sphere,green,000108.png
The purple cube is to the left of the purple sphere,The purple sphere is to the left of the purple cube,left,cube,purple,sphere,purple,000109.png
The purple cube is to the left of the red sphere,The red sphere is to the left of the purple cube,left,cube,purple,sphere,red,000110.png
The purple cube is to the left of the yellow sphere,The yellow sphere is to the left of the purple cube,left,cube,purple,sphere,yellow,000111.png
The red cube is to the left of the blue sphere,The blue sphere is to the left of the red cube,left,cube,red,sphere,blue,000112.png
The red cube is to the left of the brown sphere,The brown sphere is to the left of the red cube,left,cube,red,sphere,brown,000113.png
The red cube is to the left of the cyan sphere,The cyan sphere is to the left of the red cube,left,cube,red,sphere,cyan,000114.png
The red cube is to the left of the gray sphere,The gray sphere is to the left of the red cube,left,cube,red,sphere,gray,000115.png
The red cube is to the left of the green sphere,The green sphere is to the left of the red cube,left,cube,red,sphere,green,000116.png
The red cube is to the left of the purple sphere,The purple sphere is to the left of the red cube,left,cube,red,sphere,purple,000117.png
The red cube is to the left of the red sphere,The red sphere is to the left of the red cube,left,cube,red,sphere,red,000118.png
The red cube is to the left of the yellow sphere,The yellow sphere is to the left of the red cube,left,cube,red,sphere,yellow,000119.png
The yellow cube is to the left of the blue sphere,The blue sphere is to the left of the yellow cube,left,cube,yellow,sphere,blue,000120.png
The yellow cube is to the left of the brown sphere,The brown sphere is to the left of the yellow cube,left,cube,yellow,sphere,brown,000121.png
The yellow cube is to the left of the cyan sphere,The cyan sphere is to the left of the yellow cube,left,cube,yellow,sphere,cyan,000122.png
The yellow cube is to the left of the gray sphere,The gray sphere is to the left of the yellow cube,left,cube,yellow,sphere,gray,000123.png
The yellow cube is to the left of the green sphere,The green sphere is to the left of the yellow cube,left,cube,yellow,sphere,green,000124.png
The yellow cube is to the left of the purple sphere,The purple sphere is to the left of the yellow cube,left,cube,yellow,sphere,purple,000125.png
The yellow cube is to the left of the red sphere,The red sphere is to the left of the yellow cube,left,cube,yellow,sphere,red,000126.png
The yellow cube is to the left of the yellow sphere,The yellow sphere is to the left of the yellow cube,left,cube,yellow,sphere,yellow,000127.png
The blue cube is to the left of the blue cone,The blue cone is to the left of the blue cube,left,cube,blue,cone,blue,000128.png
The blue cube is to the left of the brown cone,The brown cone is to the left of the blue cube,left,cube,blue,cone,brown,000129.png
The blue cube is to the left of the cyan cone,The cyan cone is to the left of the blue cube,left,cube,blue,cone,cyan,000130.png
The blue cube is to the left of the gray cone,The gray cone is to the left of the blue cube,left,cube,blue,cone,gray,000131.png
The blue cube is to the left of the green cone,The green cone is to the left of the blue cube,left,cube,blue,cone,green,000132.png
The blue cube is to the left of the purple cone,The purple cone is to the left of the blue cube,left,cube,blue,cone,purple,000133.png
The blue cube is to the left of the red cone,The red cone is to the left of the blue cube,left,cube,blue,cone,red,000134.png
The blue cube is to the left of the yellow cone,The yellow cone is to the left of the blue cube,left,cube,blue,cone,yellow,000135.png
The brown cube is to the left of the blue cone,The blue cone is to the left of the brown cube,left,cube,brown,cone,blue,000136.png
The brown cube is to the left of the brown cone,The brown cone is to the left of the brown cube,left,cube,brown,cone,brown,000137.png
The brown cube is to the left of the cyan cone,The cyan cone is to the left of the brown cube,left,cube,brown,cone,cyan,000138.png
The brown cube is to the left of the gray cone,The gray cone is to the left of the brown cube,left,cube,brown,cone,gray,000139.png
The brown cube is to the left of the green cone,The green cone is to the left of the brown cube,left,cube,brown,cone,green,000140.png
The brown cube is to the left of the purple cone,The purple cone is to the left of the brown cube,left,cube,brown,cone,purple,000141.png
The brown cube is to the left of the red cone,The red cone is to the left of the brown cube,left,cube,brown,cone,red,000142.png
The brown cube is to the left of the yellow cone,The yellow cone is to the left of the brown cube,left,cube,brown,cone,yellow,000143.png
The cyan cube is to the left of the blue cone,The blue cone is to the left of the cyan cube,left,cube,cyan,cone,blue,000144.png
The cyan cube is to the left of the brown cone,The brown cone is to the left of the cyan cube,left,cube,cyan,cone,brown,000145.png
The cyan cube is to the left of the cyan cone,The cyan cone is to the left of the cyan cube,left,cube,cyan,cone,cyan,000146.png
The cyan cube is to the left of the gray cone,The gray cone is to the left of the cyan cube,left,cube,cyan,cone,gray,000147.png
The cyan cube is to the left of the green cone,The green cone is to the left of the cyan cube,left,cube,cyan,cone,green,000148.png
The cyan cube is to the left of the purple cone,The purple cone is to the left of the cyan cube,left,cube,cyan,cone,purple,000149.png
The cyan cube is to the left of the red cone,The red cone is to the left of the cyan cube,left,cube,cyan,cone,red,000150.png
The cyan cube is to the left of the yellow cone,The yellow cone is to the left of the cyan cube,left,cube,cyan,cone,yellow,000151.png
The gray cube is to the left of the blue cone,The blue cone is to the left of the gray cube,left,cube,gray,cone,blue,000152.png
The gray cube is to the left of the brown cone,The brown cone is to the left of the gray cube,left,cube,gray,cone,brown,000153.png
The gray cube is to the left of the cyan cone,The cyan cone is to the left of the gray cube,left,cube,gray,cone,cyan,000154.png
The gray cube is to the left of the gray cone,The gray cone is to the left of the gray cube,left,cube,gray,cone,gray,000155.png
The gray cube is to the left of the green cone,The green cone is to the left of the gray cube,left,cube,gray,cone,green,000156.png
The gray cube is to the left of the purple cone,The purple cone is to the left of the gray cube,left,cube,gray,cone,purple,000157.png
The gray cube is to the left of the red cone,The red cone is to the left of the gray cube,left,cube,gray,cone,red,000158.png
The gray cube is to the left of the yellow cone,The yellow cone is to the left of the gray cube,left,cube,gray,cone,yellow,000159.png
The green cube is to the left of the blue cone,The blue cone is to the left of the green cube,left,cube,green,cone,blue,000160.png
The green cube is to the left of the brown cone,The brown cone is to the left of the green cube,left,cube,green,cone,brown,000161.png
The green cube is to the left of the cyan cone,The cyan cone is to the left of the green cube,left,cube,green,cone,cyan,000162.png
The green cube is to the left of the gray cone,The gray cone is to the left of the green cube,left,cube,green,cone,gray,000163.png
The green cube is to the left of the green cone,The green cone is to the left of the green cube,left,cube,green,cone,green,000164.png
The green cube is to the left of the purple cone,The purple cone is to the left of the green cube,left,cube,green,cone,purple,000165.png
The green cube is to the left of the red cone,The red cone is to the left of the green cube,left,cube,green,cone,red,000166.png
The green cube is to the left of the yellow cone,The yellow cone is to the left of the green cube,left,cube,green,cone,yellow,000167.png
The purple cube is to the left of the blue cone,The blue cone is to the left of the purple cube,left,cube,purple,cone,blue,000168.png
The purple cube is to the left of the brown cone,The brown cone is to the left of the purple cube,left,cube,purple,cone,brown,000169.png
The purple cube is to the left of the cyan cone,The cyan cone is to the left of the purple cube,left,cube,purple,cone,cyan,000170.png
The purple cube is to the left of the gray cone,The gray cone is to the left of the purple cube,left,cube,purple,cone,gray,000171.png
The purple cube is to the left of the green cone,The green cone is to the left of the purple cube,left,cube,purple,cone,green,000172.png
The purple cube is to the left of the purple cone,The purple cone is to the left of the purple cube,left,cube,purple,cone,purple,000173.png
The purple cube is to the left of the red cone,The red cone is to the left of the purple cube,left,cube,purple,cone,red,000174.png
The purple cube is to the left of the yellow cone,The yellow cone is to the left of the purple cube,left,cube,purple,cone,yellow,000175.png
The red cube is to the left of the blue cone,The blue cone is to the left of the red cube,left,cube,red,cone,blue,000176.png
The red cube is to the left of the brown cone,The brown cone is to the left of the red cube,left,cube,red,cone,brown,000177.png
The red cube is to the left of the cyan cone,The cyan cone is to the left of the red cube,left,cube,red,cone,cyan,000178.png
The red cube is to the left of the gray cone,The gray cone is to the left of the red cube,left,cube,red,cone,gray,000179.png
The red cube is to the left of the green cone,The green cone is to the left of the red cube,left,cube,red,cone,green,000180.png
The red cube is to the left of the purple cone,The purple cone is to the left of the red cube,left,cube,red,cone,purple,000181.png
The red cube is to the left of the red cone,The red cone is to the left of the red cube,left,cube,red,cone,red,000182.png
The red cube is to the left of the yellow cone,The yellow cone is to the left of the red cube,left,cube,red,cone,yellow,000183.png
The yellow cube is to the left of the blue cone,The blue cone is to the left of the yellow cube,left,cube,yellow,cone,blue,000184.png
The yellow cube is to the left of the brown cone,The brown cone is to the left of the yellow cube,left,cube,yellow,cone,brown,000185.png
The yellow cube is to the left of the cyan cone,The cyan cone is to the left of the yellow cube,left,cube,yellow,cone,cyan,000186.png
The yellow cube is to the left of the gray cone,The gray cone is to the left of the yellow cube,left,cube,yellow,cone,gray,000187.png
The yellow cube is to the left of the green cone,The green cone is to the left of the yellow cube,left,cube,yellow,cone,green,000188.png
The yellow cube is to the left of the purple cone,The purple cone is to the left of the yellow cube,left,cube,yellow,cone,purple,000189.png
The yellow cube is to the left of the red cone,The red cone is to the left of the yellow cube,left,cube,yellow,cone,red,000190.png
The yellow cube is to the left of the yellow cone,The yellow cone is to the left of the yellow cube,left,cube,yellow,cone,yellow,000191.png
The blue cylinder is to the left of the blue sphere,The blue sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,blue,000192.png
The blue cylinder is to the left of the brown sphere,The brown sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,brown,000193.png
The blue cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,cyan,000194.png
The blue cylinder is to the left of the gray sphere,The gray sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,gray,000195.png
The blue cylinder is to the left of the green sphere,The green sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,green,000196.png
The blue cylinder is to the left of the purple sphere,The purple sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,purple,000197.png
The blue cylinder is to the left of the red sphere,The red sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,red,000198.png
The blue cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,yellow,000199.png
The brown cylinder is to the left of the blue sphere,The blue sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,blue,000200.png
The brown cylinder is to the left of the brown sphere,The brown sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,brown,000201.png
The brown cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,cyan,000202.png
The brown cylinder is to the left of the gray sphere,The gray sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,gray,000203.png
The brown cylinder is to the left of the green sphere,The green sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,green,000204.png
The brown cylinder is to the left of the purple sphere,The purple sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,purple,000205.png
The brown cylinder is to the left of the red sphere,The red sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,red,000206.png
The brown cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,yellow,000207.png
The cyan cylinder is to the left of the blue sphere,The blue sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,blue,000208.png
The cyan cylinder is to the left of the brown sphere,The brown sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,brown,000209.png
The cyan cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,cyan,000210.png
The cyan cylinder is to the left of the gray sphere,The gray sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,gray,000211.png
The cyan cylinder is to the left of the green sphere,The green sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,green,000212.png
The cyan cylinder is to the left of the purple sphere,The purple sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,purple,000213.png
The cyan cylinder is to the left of the red sphere,The red sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,red,000214.png
The cyan cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,yellow,000215.png
The gray cylinder is to the left of the blue sphere,The blue sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,blue,000216.png
The gray cylinder is to the left of the brown sphere,The brown sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,brown,000217.png
The gray cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,cyan,000218.png
The gray cylinder is to the left of the gray sphere,The gray sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,gray,000219.png
The gray cylinder is to the left of the green sphere,The green sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,green,000220.png
The gray cylinder is to the left of the purple sphere,The purple sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,purple,000221.png
The gray cylinder is to the left of the red sphere,The red sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,red,000222.png
The gray cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,yellow,000223.png
The green cylinder is to the left of the blue sphere,The blue sphere is to the left of the green cylinder,left,cylinder,green,sphere,blue,000224.png
The green cylinder is to the left of the brown sphere,The brown sphere is to the left of the green cylinder,left,cylinder,green,sphere,brown,000225.png
The green cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the green cylinder,left,cylinder,green,sphere,cyan,000226.png
The green cylinder is to the left of the gray sphere,The gray sphere is to the left of the green cylinder,left,cylinder,green,sphere,gray,000227.png
The green cylinder is to the left of the green sphere,The green sphere is to the left of the green cylinder,left,cylinder,green,sphere,green,000228.png
The green cylinder is to the left of the purple sphere,The purple sphere is to the left of the green cylinder,left,cylinder,green,sphere,purple,000229.png
The green cylinder is to the left of the red sphere,The red sphere is to the left of the green cylinder,left,cylinder,green,sphere,red,000230.png
The green cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the green cylinder,left,cylinder,green,sphere,yellow,000231.png
The purple cylinder is to the left of the blue sphere,The blue sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,blue,000232.png
The purple cylinder is to the left of the brown sphere,The brown sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,brown,000233.png
The purple cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,cyan,000234.png
The purple cylinder is to the left of the gray sphere,The gray sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,gray,000235.png
The purple cylinder is to the left of the green sphere,The green sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,green,000236.png
The purple cylinder is to the left of the purple sphere,The purple sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,purple,000237.png
The purple cylinder is to the left of the red sphere,The red sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,red,000238.png
The purple cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,yellow,000239.png
The red cylinder is to the left of the blue sphere,The blue sphere is to the left of the red cylinder,left,cylinder,red,sphere,blue,000240.png
The red cylinder is to the left of the brown sphere,The brown sphere is to the left of the red cylinder,left,cylinder,red,sphere,brown,000241.png
The red cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the red cylinder,left,cylinder,red,sphere,cyan,000242.png
The red cylinder is to the left of the gray sphere,The gray sphere is to the left of the red cylinder,left,cylinder,red,sphere,gray,000243.png
The red cylinder is to the left of the green sphere,The green sphere is to the left of the red cylinder,left,cylinder,red,sphere,green,000244.png
The red cylinder is to the left of the purple sphere,The purple sphere is to the left of the red cylinder,left,cylinder,red,sphere,purple,000245.png
The red cylinder is to the left of the red sphere,The red sphere is to the left of the red cylinder,left,cylinder,red,sphere,red,000246.png
The red cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the red cylinder,left,cylinder,red,sphere,yellow,000247.png
The yellow cylinder is to the left of the blue sphere,The blue sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,blue,000248.png
The yellow cylinder is to the left of the brown sphere,The brown sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,brown,000249.png
The yellow cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,cyan,000250.png
