caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
A gray cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a gray cube,left,cube,gray,sphere,cyan,000090.png
A gray cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a gray cube,left,cube,gray,sphere,gray,000091.png
A gray cube can be found to the left of a green sphere,A green sphere can be found to the left of a gray cube,left,cube,gray,sphere,green,000092.png
A gray cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a gray cube,left,cube,gray,sphere,purple,000093.png
A gray cube can be found to the left of a red sphere,A red sphere can be found to the left of a gray cube,left,cube,gray,sphere,red,000094.png
A gray cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a gray cube,left,cube,gray,sphere,yellow,000095.png
A green cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a green cube,left,cube,green,sphere,blue,000096.png
A green cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a green cube,left,cube,green,sphere,brown,000097.png
A green cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a green cube,left,cube,green,sphere,cyan,000098.png
A green cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a green cube,left,cube,green,sphere,gray,000099.png
A green cube can be found to the left of a green sphere,A green sphere can be found to the left of a green cube,left,cube,green,sphere,green,000100.png
A green cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a green cube,left,cube,green,sphere,purple,000101.png
A green cube can be found to the left of a red sphere,A red sphere can be found to the left of a green cube,left,cube,green,sphere,red,000102.png
A green cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a green cube,left,cube,green,sphere,yellow,000103.png
A purple cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a purple cube,left,cube,purple,sphere,blue,000104.png
A purple cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a purple cube,left,cube,purple,sphere,brown,000105.png
A purple cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a purple cube,left,cube,purple,sphere,cyan,000106.png
A purple cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a purple cube,left,cube,purple,sphere,gray,000107.png
A purple cube can be found to the left of a green sphere,A green sphere can be found to the left of a purple cube,left,cube,purple,sphere,green,000108.png
A purple cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a purple cube,left,cube,purple,sphere,purple,000109.png
A purple cube can be found to the left of a red sphere,A red sphere can be found to the left of a purple cube,left,cube,purple,sphere,red,000110.png
A purple cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a purple cube,left,cube,purple,sphere,yellow,000111.png
A red cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a red cube,left,cube,red,sphere,blue,000112.png
A red cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a red cube,left,cube,red,sphere,brown,000113.png
A red cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a red cube,left,cube,red,sphere,cyan,000114.png
A red cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a red cube,left,cube,red,sphere,gray,000115.png
A red cube can be found to the left of a green sphere,A green sphere can be found to the left of a red cube,left,cube,red,sphere,green,000116.png
A red cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a red cube,left,cube,red,sphere,purple,000117.png
A red cube can be found to the left of a red sphere,A red sphere can be found to the left of a red cube,left,cube,red,sphere,red,000118.png
A red cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a red cube,left,cube,red,sphere,yellow,000119.png
A yellow cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,blue,000120.png
A yellow cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,brown,000121.png
A yellow cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,cyan,000122.png
A yellow cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,gray,000123.png
A yellow cube can be found to the left of a green sphere,A green sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,green,000124.png
A yellow cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,purple,000125.png
A yellow cube can be found to the left of a red sphere,A red sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,red,000126.png
A yellow cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a yellow cube,left,cube,yellow,sphere,yellow,000127.png
A blue cube can be found to the left of a blue cone,A blue cone can be found to the left of a blue cube,left,cube,blue,cone,blue,000128.png
A blue cube can be found to the left of a brown cone,A brown cone can be found to the left of a blue cube,left,cube,blue,cone,brown,000129.png
A blue cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a blue cube,left,cube,blue,cone,cyan,000130.png
A blue cube can be found to the left of a gray cone,A gray cone can be found to the left of a blue cube,left,cube,blue,cone,gray,000131.png
A blue cube can be found to the left of a green cone,A green cone can be found to the left of a blue cube,left,cube,blue,cone,green,000132.png
A blue cube can be found to the left of a purple cone,A purple cone can be found to the left of a blue cube,left,cube,blue,cone,purple,000133.png
A blue cube can be found to the left of a red cone,A red cone can be found to the left of a blue cube,left,cube,blue,cone,red,000134.png
A blue cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a blue cube,left,cube,blue,cone,yellow,000135.png
A brown cube can be found to the left of a blue cone,A blue cone can be found to the left of a brown cube,left,cube,brown,cone,blue,000136.png
A brown cube can be found to the left of a brown cone,A brown cone can be found to the left of a brown cube,left,cube,brown,cone,brown,000137.png
A brown cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a brown cube,left,cube,brown,cone,cyan,000138.png
A brown cube can be found to the left of a gray cone,A gray cone can be found to the left of a brown cube,left,cube,brown,cone,gray,000139.png
A brown cube can be found to the left of a green cone,A green cone can be found to the left of a brown cube,left,cube,brown,cone,green,000140.png
A brown cube can be found to the left of a purple cone,A purple cone can be found to the left of a brown cube,left,cube,brown,cone,purple,000141.png
A brown cube can be found to the left of a red cone,A red cone can be found to the left of a brown cube,left,cube,brown,cone,red,000142.png
A brown cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a brown cube,left,cube,brown,cone,yellow,000143.png
A cyan cube can be found to the left of a blue cone,A blue cone can be found to the left of a cyan cube,left,cube,cyan,cone,blue,000144.png
A cyan cube can be found to the left of a brown cone,A brown cone can be found to the left of a cyan cube,left,cube,cyan,cone,brown,000145.png
A cyan cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a cyan cube,left,cube,cyan,cone,cyan,000146.png
A cyan cube can be found to the left of a gray cone,A gray cone can be found to the left of a cyan cube,left,cube,cyan,cone,gray,000147.png
A cyan cube can be found to the left of a green cone,A green cone can be found to the left of a cyan cube,left,cube,cyan,cone,green,000148.png
A cyan cube can be found to the left of a purple cone,A purple cone can be found to the left of a cyan cube,left,cube,cyan,cone,purple,000149.png
A cyan cube can be found to the left of a red cone,A red cone can be found to the left of a cyan cube,left,cube,cyan,cone,red,000150.png
A cyan cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a cyan cube,left,cube,cyan,cone,yellow,000151.png
A gray cube can be found to the left of a blue cone,A blue cone can be found to the left of a gray cube,left,cube,gray,cone,blue,000152.png
A gray cube can be found to the left of a brown cone,A brown cone can be found to the left of a gray cube,left,cube,gray,cone,brown,000153.png
A gray cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a gray cube,left,cube,gray,cone,cyan,000154.png
A gray cube can be found to the left of a gray cone,A gray cone can be found to the left of a gray cube,left,cube,gray,cone,gray,000155.png
A gray cube can be found to the left of a green cone,A green cone can be found to the left of a gray cube,left,cube,gray,cone,green,000156.png
A gray cube can be found to the left of a purple cone,A purple cone can be found to the left of a gray cube,left,cube,gray,cone,purple,000157.png
A gray cube can be found to the left of a red cone,A red cone can be found to the left of a gray cube,left,cube,gray,cone,red,000158.png
A gray cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a gray cube,left,cube,gray,cone,yellow,000159.png
A green cube can be found to the left of a blue cone,A blue cone can be found to the left of a green cube,left,cube,green,cone,blue,000160.png
A green cube can be found to the left of a brown cone,A brown cone can be found to the left of a green cube,left,cube,green,cone,brown,000161.png
A green cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a green cube,left,cube,green,cone,cyan,000162.png
A green cube can be found to the left of a gray cone,A gray cone can be found to the left of a green cube,left,cube,green,cone,gray,000163.png
A green cube can be found to the left of a green cone,A green cone can be found to the left of a green cube,left,cube,green,cone,green,000164.png
A green cube can be found to the left of a purple cone,A purple cone can be found to the left of a green cube,left,cube,green,cone,purple,000165.png
A green cube can be found to the left of a red cone,A red cone can be found to the left of a green cube,left,cube,green,cone,red,000166.png
A green cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a green cube,left,cube,green,cone,yellow,000167.png
A purple cube can be found to the left of a blue cone,A blue cone can be found to the left of a purple cube,left,cube,purple,cone,blue,000168.png
A purple cube can be found to the left of a brown cone,A brown cone can be found to the left of a purple cube,left,cube,purple,cone,brown,000169.png
A purple cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a purple cube,left,cube,purple,cone,cyan,000170.png
A purple cube can be found to the left of a gray cone,A gray cone can be found to the left of a purple cube,left,cube,purple,cone,gray,000171.png
A purple cube can be found to the left of a green cone,A green cone can be found to the left of a purple cube,left,cube,purple,cone,green,000172.png
A purple cube can be found to the left of a purple cone,A purple cone can be found to the left of a purple cube,left,cube,purple,cone,purple,000173.png
A purple cube can be found to the left of a red cone,A red cone can be found to the left of a purple cube,left,cube,purple,cone,red,000174.png
A purple cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a purple cube,left,cube,purple,cone,yellow,000175.png
A red cube can be found to the left of a blue cone,A blue cone can be found to the left of a red cube,left,cube,red,cone,blue,000176.png
A red cube can be found to the left of a brown cone,A brown cone can be found to the left of a red cube,left,cube,red,cone,brown,000177.png
A red cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a red cube,left,cube,red,cone,cyan,000178.png
A red cube can be found to the left of a gray cone,A gray cone can be found to the left of a red cube,left,cube,red,cone,gray,000179.png
A red cube can be found to the left of a green cone,A green cone can be found to the left of a red cube,left,cube,red,cone,green,000180.png
A red cube can be found to the left of a purple cone,A purple cone can be found to the left of a red cube,left,cube,red,cone,purple,000181.png
A red cube can be found to the left of a red cone,A red cone can be found to the left of a red cube,left,cube,red,cone,red,000182.png
A red cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a red cube,left,cube,red,cone,yellow,000183.png
A yellow cube can be found to the left of a blue cone,A blue cone can be found to the left of a yellow cube,left,cube,yellow,cone,blue,000184.png
A yellow cube can be found to the left of a brown cone,A brown cone can be found to the left of a yellow cube,left,cube,yellow,cone,brown,000185.png
A yellow cube can be found to the left of a cyan cone,A cyan cone can be found to the left of a yellow cube,left,cube,yellow,cone,cyan,000186.png
A yellow cube can be found to the left of a gray cone,A gray cone can be found to the left of a yellow cube,left,cube,yellow,cone,gray,000187.png
A yellow cube can be found to the left of a green cone,A green cone can be found to the left of a yellow cube,left,cube,yellow,cone,green,000188.png
A yellow cube can be found to the left of a purple cone,A purple cone can be found to the left of a yellow cube,left,cube,yellow,cone,purple,000189.png
A yellow cube can be found to the left of a red cone,A red cone can be found to the left of a yellow cube,left,cube,yellow,cone,red,000190.png
A yellow cube can be found to the left of a yellow cone,A yellow cone can be found to the left of a yellow cube,left,cube,yellow,cone,yellow,000191.png
A blue cylinder can be found to the left of a blue sphere,A blue sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,blue,000192.png
A blue cylinder can be found to the left of a brown sphere,A brown sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,brown,000193.png
A blue cylinder can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,cyan,000194.png
A blue cylinder can be found to the left of a gray sphere,A gray sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,gray,000195.png
A blue cylinder can be found to the left of a green sphere,A green sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,green,000196.png
A blue cylinder can be found to the left of a purple sphere,A purple sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,purple,000197.png
A blue cylinder can be found to the left of a red sphere,A red sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,red,000198.png
A blue cylinder can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a blue cylinder,left,cylinder,blue,sphere,yellow,000199.png
A brown cylinder can be found to the left of a blue sphere,A blue sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,blue,000200.png
A brown cylinder can be found to the left of a brown sphere,A brown sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,brown,000201.png
A brown cylinder can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,cyan,000202.png
A brown cylinder can be found to the left of a gray sphere,A gray sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,gray,000203.png
A brown cylinder can be found to the left of a green sphere,A green sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,green,000204.png
A brown cylinder can be found to the left of a purple sphere,A purple sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,purple,000205.png
A brown cylinder can be found to the left of a red sphere,A red sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,red,000206.png
A brown cylinder can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a brown cylinder,left,cylinder,brown,sphere,yellow,000207.png
A cyan cylinder can be found to the left of a blue sphere,A blue sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,blue,000208.png
A cyan cylinder can be found to the left of a brown sphere,A brown sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,brown,000209.png
A cyan cylinder can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,cyan,000210.png
A cyan cylinder can be found to the left of a gray sphere,A gray sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,gray,000211.png
A cyan cylinder can be found to the left of a green sphere,A green sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,green,000212.png
A cyan cylinder can be found to the left of a purple sphere,A purple sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,purple,000213.png
A cyan cylinder can be found to the left of a red sphere,A red sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,red,000214.png
A cyan cylinder can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a cyan cylinder,left,cylinder,cyan,sphere,yellow,000215.png
A gray cylinder can be found to the left of a blue sphere,A blue sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,blue,000216.png
A gray cylinder can be found to the left of a brown sphere,A brown sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,brown,000217.png
A gray cylinder can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,cyan,000218.png
A gray cylinder can be found to the left of a gray sphere,A gray sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,gray,000219.png
A gray cylinder can be found to the left of a green sphere,A green sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,green,000220.png
A gray cylinder can be found to the left of a purple sphere,A purple sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,purple,000221.png
A gray cylinder can be found to the left of a red sphere,A red sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,red,000222.png
A gray cylinder can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a gray cylinder,left,cylinder,gray,sphere,yellow,000223.png
A green cylinder can be found to the left of a blue sphere,A blue sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,blue,000224.png
A green cylinder can be found to the left of a brown sphere,A brown sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,brown,000225.png
A green cylinder can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,cyan,000226.png
A green cylinder can be found to the left of a gray sphere,A gray sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,gray,000227.png
A green cylinder can be found to the left of a green sphere,A green sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,green,000228.png
A green cylinder can be found to the left of a purple sphere,A purple sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,purple,000229.png
A green cylinder can be found to the left of a red sphere,A red sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,red,000230.png
A green cylinder can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a green cylinder,left,cylinder,green,sphere,yellow,000231.png
A purple cylinder can be found to the left of a blue sphere,A blue sphere can be found to the left of a purple cylinder,left,cylinder,purple,sphere,blue,000232.png
A purple cylinder can be found to the left of a brown sphere,A brown sphere can be found to the left of a purple cylinder,left,cylinder,purple,sphere,brown,000233.png
A purple cylinder can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a purple cylinder,left,cylinder,purple,sphere,cyan,000234.png
