caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
To the left of the blue cone is the green cube,To the left of the green cube is the blue cone,left,cube,green,cone,blue,000160.png
To the left of the brown cone is the green cube,To the left of the green cube is the brown cone,left,cube,green,cone,brown,000161.png
To the left of the cyan cone is the green cube,To the left of the green cube is the cyan cone,left,cube,green,cone,cyan,000162.png
To the left of the gray cone is the green cube,To the left of the green cube is the gray cone,left,cube,green,cone,gray,000163.png
To the left of the green cone is the green cube,To the left of the green cube is the green cone,left,cube,green,cone,green,000164.png
To the left of the purple cone is the green cube,To the left of the green cube is the purple cone,left,cube,green,cone,purple,000165.png
To the left of the red cone is the green cube,To the left of the green cube is the red cone,left,cube,green,cone,red,000166.png
To the left of the yellow cone is the green cube,To the left of the green cube is the yellow cone,left,cube,green,cone,yellow,000167.png
To the left of the blue cone is the purple cube,To the left of the purple cube is the blue cone,left,cube,purple,cone,blue,000168.png
To the left of the brown cone is the purple cube,To the left of the purple cube is the brown cone,left,cube,purple,cone,brown,000169.png
To the left of the cyan cone is the purple cube,To the left of the purple cube is the cyan cone,left,cube,purple,cone,cyan,000170.png
To the left of the gray cone is the purple cube,To the left of the purple cube is the gray cone,left,cube,purple,cone,gray,000171.png
To the left of the green cone is the purple cube,To the left of the purple cube is the green cone,left,cube,purple,cone,green,000172.png
To the left of the purple cone is the purple cube,To the left of the purple cube is the purple cone,left,cube,purple,cone,purple,000173.png
To the left of the red cone is the purple cube,To the left of the purple cube is the red cone,left,cube,purple,cone,red,000174.png
To the left of the yellow cone is the purple cube,To the left of the purple cube is the yellow cone,left,cube,purple,cone,yellow,000175.png
To the left of the blue cone is the red cube,To the left of the red cube is the blue cone,left,cube,red,cone,blue,000176.png
To the left of the brown cone is the red cube,To the left of the red cube is the brown cone,left,cube,red,cone,brown,000177.png
To the left of the cyan cone is the red cube,To the left of the red cube is the cyan cone,left,cube,red,cone,cyan,000178.png
To the left of the gray cone is the red cube,To the left of the red cube is the gray cone,left,cube,red,cone,gray,000179.png
To the left of the green cone is the red cube,To the left of the red cube is the green cone,left,cube,red,cone,green,000180.png
To the left of the purple cone is the red cube,To the left of the red cube is the purple cone,left,cube,red,cone,purple,000181.png
To the left of the red cone is the red cube,To the left of the red cube is the red cone,left,cube,red,cone,red,000182.png
To the left of the yellow cone is the red cube,To the left of the red cube is the yellow cone,left,cube,red,cone,yellow,000183.png
To the left of the blue cone is the yellow cube,To the left of the yellow cube is the blue cone,left,cube,yellow,cone,blue,000184.png
To the left of the brown cone is the yellow cube,To the left of the yellow cube is the brown cone,left,cube,yellow,cone,brown,000185.png
To the left of the cyan cone is the yellow cube,To the left of the yellow cube is the cyan cone,left,cube,yellow,cone,cyan,000186.png
To the left of the gray cone is the yellow cube,To the left of the yellow cube is the gray cone,left,cube,yellow,cone,gray,000187.png
To the left of the green cone is the yellow cube,To the left of the yellow cube is the green cone,left,cube,yellow,cone,green,000188.png
To the left of the purple cone is the yellow cube,To the left of the yellow cube is the purple cone,left,cube,yellow,cone,purple,000189.png
To the left of the red cone is the yellow cube,To the left of the yellow cube is the red cone,left,cube,yellow,cone,red,000190.png
To the left of the yellow cone is the yellow cube,To the left of the yellow cube is the yellow cone,left,cube,yellow,cone,yellow,000191.png
To the left of the blue sphere is the blue cylinder,To the left of the blue cylinder is the blue sphere,left,cylinder,blue,sphere,blue,000192.png
To the left of the brown sphere is the blue cylinder,To the left of the blue cylinder is the brown sphere,left,cylinder,blue,sphere,brown,000193.png
To the left of the cyan sphere is the blue cylinder,To the left of the blue cylinder is the cyan sphere,left,cylinder,blue,sphere,cyan,000194.png
To the left of the gray sphere is the blue cylinder,To the left of the blue cylinder is the gray sphere,left,cylinder,blue,sphere,gray,000195.png
To the left of the green sphere is the blue cylinder,To the left of the blue cylinder is the green sphere,left,cylinder,blue,sphere,green,000196.png
To the left of the purple sphere is the blue cylinder,To the left of the blue cylinder is the purple sphere,left,cylinder,blue,sphere,purple,000197.png
To the left of the red sphere is the blue cylinder,To the left of the blue cylinder is the red sphere,left,cylinder,blue,sphere,red,000198.png
To the left of the yellow sphere is the blue cylinder,To the left of the blue cylinder is the yellow sphere,left,cylinder,blue,sphere,yellow,000199.png
To the left of the blue sphere is the brown cylinder,To the left of the brown cylinder is the blue sphere,left,cylinder,brown,sphere,blue,000200.png
To the left of the brown sphere is the brown cylinder,To the left of the brown cylinder is the brown sphere,left,cylinder,brown,sphere,brown,000201.png
To the left of the cyan sphere is the brown cylinder,To the left of the brown cylinder is the cyan sphere,left,cylinder,brown,sphere,cyan,000202.png
To the left of the gray sphere is the brown cylinder,To the left of the brown cylinder is the gray sphere,left,cylinder,brown,sphere,gray,000203.png
To the left of the green sphere is the brown cylinder,To the left of the brown cylinder is the green sphere,left,cylinder,brown,sphere,green,000204.png
To the left of the purple sphere is the brown cylinder,To the left of the brown cylinder is the purple sphere,left,cylinder,brown,sphere,purple,000205.png
To the left of the red sphere is the brown cylinder,To the left of the brown cylinder is the red sphere,left,cylinder,brown,sphere,red,000206.png
To the left of the yellow sphere is the brown cylinder,To the left of the brown cylinder is the yellow sphere,left,cylinder,brown,sphere,yellow,000207.png
To the left of the blue sphere is the cyan cylinder,To the left of the cyan cylinder is the blue sphere,left,cylinder,cyan,sphere,blue,000208.png
To the left of the brown sphere is the cyan cylinder,To the left of the cyan cylinder is the brown sphere,left,cylinder,cyan,sphere,brown,000209.png
To the left of the cyan sphere is the cyan cylinder,To the left of the cyan cylinder is the cyan sphere,left,cylinder,cyan,sphere,cyan,000210.png
To the left of the gray sphere is the cyan cylinder,To the left of the cyan cylinder is the gray sphere,left,cylinder,cyan,sphere,gray,000211.png
To the left of the green sphere is the cyan cylinder,To the left of the cyan cylinder is the green sphere,left,cylinder,cyan,sphere,green,000212.png
To the left of the purple sphere is the cyan cylinder,To the left of the cyan cylinder is the purple sphere,left,cylinder,cyan,sphere,purple,000213.png
To the left of the red sphere is the cyan cylinder,To the left of the cyan cylinder is the red sphere,left,cylinder,cyan,sphere,red,000214.png
To the left of the yellow sphere is the cyan cylinder,To the left of the cyan cylinder is the yellow sphere,left,cylinder,cyan,sphere,yellow,000215.png
To the left of the blue sphere is the gray cylinder,To the left of the gray cylinder is the blue sphere,left,cylinder,gray,sphere,blue,000216.png
To the left of the brown sphere is the gray cylinder,To the left of the gray cylinder is the brown sphere,left,cylinder,gray,sphere,brown,000217.png
To the left of the cyan sphere is the gray cylinder,To the left of the gray cylinder is the cyan sphere,left,cylinder,gray,sphere,cyan,000218.png
To the left of the gray sphere is the gray cylinder,To the left of the gray cylinder is the gray sphere,left,cylinder,gray,sphere,gray,000219.png
To the left of the green sphere is the gray cylinder,To the left of the gray cylinder is the green sphere,left,cylinder,gray,sphere,green,000220.png
To the left of the purple sphere is the gray cylinder,To the left of the gray cylinder is the purple sphere,left,cylinder,gray,sphere,purple,000221.png
To the left of the red sphere is the gray cylinder,To the left of the gray cylinder is the red sphere,left,cylinder,gray,sphere,red,000222.png
To the left of the yellow sphere is the gray cylinder,To the left of the gray cylinder is the yellow sphere,left,cylinder,gray,sphere,yellow,000223.png
To the left of the blue sphere is the green cylinder,To the left of the green cylinder is the blue sphere,left,cylinder,green,sphere,blue,000224.png
To the left of the brown sphere is the green cylinder,To the left of the green cylinder is the brown sphere,left,cylinder,green,sphere,brown,000225.png
To the left of the cyan sphere is the green cylinder,To the left of the green cylinder is the cyan sphere,left,cylinder,green,sphere,cyan,000226.png
To the left of the gray sphere is the green cylinder,To the left of the green cylinder is the gray sphere,left,cylinder,green,sphere,gray,000227.png
To the left of the green sphere is the green cylinder,To the left of the green cylinder is the green sphere,left,cylinder,green,sphere,green,000228.png
To the left of the purple sphere is the green cylinder,To the left of the green cylinder is the purple sphere,left,cylinder,green,sphere,purple,000229.png
To the left of the red sphere is the green cylinder,To the left of the green cylinder is the red sphere,left,cylinder,green,sphere,red,000230.png
To the left of the yellow sphere is the green cylinder,To the left of the green cylinder is the yellow sphere,left,cylinder,green,sphere,yellow,000231.png
To the left of the blue sphere is the purple cylinder,To the left of the purple cylinder is the blue sphere,left,cylinder,purple,sphere,blue,000232.png
To the left of the brown sphere is the purple cylinder,To the left of the purple cylinder is the brown sphere,left,cylinder,purple,sphere,brown,000233.png
To the left of the cyan sphere is the purple cylinder,To the left of the purple cylinder is the cyan sphere,left,cylinder,purple,sphere,cyan,000234.png
To the left of the gray sphere is the purple cylinder,To the left of the purple cylinder is the gray sphere,left,cylinder,purple,sphere,gray,000235.png
To the left of the green sphere is the purple cylinder,To the left of the purple cylinder is the green sphere,left,cylinder,purple,sphere,green,000236.png
To the left of the purple sphere is the purple cylinder,To the left of the purple cylinder is the purple sphere,left,cylinder,purple,sphere,purple,000237.png
To the left of the red sphere is the purple cylinder,To the left of the purple cylinder is the red sphere,left,cylinder,purple,sphere,red,000238.png
To the left of the yellow sphere is the purple cylinder,To the left of the purple cylinder is the yellow sphere,left,cylinder,purple,sphere,yellow,000239.png
To the left of the blue sphere is the red cylinder,To the left of the red cylinder is the blue sphere,left,cylinder,red,sphere,blue,000240.png
To the left of the brown sphere is the red cylinder,To the left of the red cylinder is the brown sphere,left,cylinder,red,sphere,brown,000241.png
To the left of the cyan sphere is the red cylinder,To the left of the red cylinder is the cyan sphere,left,cylinder,red,sphere,cyan,000242.png
To the left of the gray sphere is the red cylinder,To the left of the red cylinder is the gray sphere,left,cylinder,red,sphere,gray,000243.png
To the left of the green sphere is the red cylinder,To the left of the red cylinder is the green sphere,left,cylinder,red,sphere,green,000244.png
To the left of the purple sphere is the red cylinder,To the left of the red cylinder is the purple sphere,left,cylinder,red,sphere,purple,000245.png
To the left of the red sphere is the red cylinder,To the left of the red cylinder is the red sphere,left,cylinder,red,sphere,red,000246.png
To the left of the yellow sphere is the red cylinder,To the left of the red cylinder is the yellow sphere,left,cylinder,red,sphere,yellow,000247.png
To the left of the blue sphere is the yellow cylinder,To the left of the yellow cylinder is the blue sphere,left,cylinder,yellow,sphere,blue,000248.png
To the left of the brown sphere is the yellow cylinder,To the left of the yellow cylinder is the brown sphere,left,cylinder,yellow,sphere,brown,000249.png
To the left of the cyan sphere is the yellow cylinder,To the left of the yellow cylinder is the cyan sphere,left,cylinder,yellow,sphere,cyan,000250.png
