caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
There is a cyan cube to the left of a gray cylinder,There is a gray cylinder to the left of a cyan cube,left,cube,cyan,cylinder,gray,000059.png
The cyan cube is to the left of the green cylinder,The green cylinder is to the left of the cyan cube,left,cube,cyan,cylinder,green,000060.png
There is a cyan cube to the left of a green cylinder,There is a green cylinder to the left of a cyan cube,left,cube,cyan,cylinder,green,000062.png
The cyan cube is to the left of the purple cylinder,The purple cylinder is to the left of the cyan cube,left,cube,cyan,cylinder,purple,000063.png
To the left of the purple cylinder is the cyan cube,To the left of the cyan cube is the purple cylinder,left,cube,cyan,cylinder,purple,000064.png
The cyan cube is to the left of the red cylinder,The red cylinder is to the left of the cyan cube,left,cube,cyan,cylinder,red,000066.png
To the left of the red cylinder is the cyan cube,To the left of the cyan cube is the red cylinder,left,cube,cyan,cylinder,red,000067.png
To the left of the yellow cylinder is the cyan cube,To the left of the cyan cube is the yellow cylinder,left,cube,cyan,cylinder,yellow,000070.png
There is a cyan cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a cyan cube,left,cube,cyan,cylinder,yellow,000071.png
The gray cube is to the left of the blue cylinder,The blue cylinder is to the left of the gray cube,left,cube,gray,cylinder,blue,000072.png
To the left of the blue cylinder is the gray cube,To the left of the gray cube is the blue cylinder,left,cube,gray,cylinder,blue,000073.png
The gray cube is to the left of the brown cylinder,The brown cylinder is to the left of the gray cube,left,cube,gray,cylinder,brown,000075.png
There is a gray cube to the left of a brown cylinder,There is a brown cylinder to the left of a gray cube,left,cube,gray,cylinder,brown,000077.png
To the left of the cyan cylinder is the gray cube,To the left of the gray cube is the cyan cylinder,left,cube,gray,cylinder,cyan,000079.png
There is a gray cube to the left of a cyan cylinder,There is a cyan cylinder to the left of a gray cube,left,cube,gray,cylinder,cyan,000080.png
The gray cube is to the left of the gray cylinder,The gray cylinder is to the left of the gray cube,left,cube,gray,cylinder,gray,000081.png
There is a gray cube to the left of a gray cylinder,There is a gray cylinder to the left of a gray cube,left,cube,gray,cylinder,gray,000083.png
The gray cube is to the left of the green cylinder,The green cylinder is to the left of the gray cube,left,cube,gray,cylinder,green,000084.png
To the left of the green cylinder is the gray cube,To the left of the gray cube is the green cylinder,left,cube,gray,cylinder,green,000085.png
The gray cube is to the left of the purple cylinder,The purple cylinder is to the left of the gray cube,left,cube,gray,cylinder,purple,000087.png
To the left of the purple cylinder is the gray cube,To the left of the gray cube is the purple cylinder,left,cube,gray,cylinder,purple,000088.png
The gray cube is to the left of the red cylinder,The red cylinder is to the left of the gray cube,left,cube,gray,cylinder,red,000090.png
To the left of the red cylinder is the gray cube,To the left of the gray cube is the red cylinder,left,cube,gray,cylinder,red,000091.png
The gray cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the gray cube,left,cube,gray,cylinder,yellow,000093.png
There is a gray cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a gray cube,left,cube,gray,cylinder,yellow,000095.png
The green cube is to the left of the blue cylinder,The blue cylinder is to the left of the green cube,left,cube,green,cylinder,blue,000096.png
To the left of the blue cylinder is the green cube,To the left of the green cube is the blue cylinder,left,cube,green,cylinder,blue,000097.png
The green cube is to the left of the brown cylinder,The brown cylinder is to the left of the green cube,left,cube,green,cylinder,brown,000099.png
There is a green cube to the left of a brown cylinder,There is a brown cylinder to the left of a green cube,left,cube,green,cylinder,brown,000101.png
The green cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the green cube,left,cube,green,cylinder,cyan,000102.png
To the left of the cyan cylinder is the green cube,To the left of the green cube is the cyan cylinder,left,cube,green,cylinder,cyan,000103.png
The green cube is to the left of the gray cylinder,The gray cylinder is to the left of the green cube,left,cube,green,cylinder,gray,000105.png
There is a green cube to the left of a gray cylinder,There is a gray cylinder to the left of a green cube,left,cube,green,cylinder,gray,000107.png
To the left of the green cylinder is the green cube,To the left of the green cube is the green cylinder,left,cube,green,cylinder,green,000109.png
There is a green cube to the left of a green cylinder,There is a green cylinder to the left of a green cube,left,cube,green,cylinder,green,000110.png
To the left of the purple cylinder is the green cube,To the left of the green cube is the purple cylinder,left,cube,green,cylinder,purple,000112.png
There is a green cube to the left of a purple cylinder,There is a purple cylinder to the left of a green cube,left,cube,green,cylinder,purple,000113.png
To the left of the red cylinder is the green cube,To the left of the green cube is the red cylinder,left,cube,green,cylinder,red,000115.png
There is a green cube to the left of a red cylinder,There is a red cylinder to the left of a green cube,left,cube,green,cylinder,red,000116.png
To the left of the yellow cylinder is the green cube,To the left of the green cube is the yellow cylinder,left,cube,green,cylinder,yellow,000118.png
There is a green cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a green cube,left,cube,green,cylinder,yellow,000119.png
The purple cube is to the left of the blue cylinder,The blue cylinder is to the left of the purple cube,left,cube,purple,cylinder,blue,000120.png
There is a purple cube to the left of a blue cylinder,There is a blue cylinder to the left of a purple cube,left,cube,purple,cylinder,blue,000122.png
The purple cube is to the left of the brown cylinder,The brown cylinder is to the left of the purple cube,left,cube,purple,cylinder,brown,000123.png
There is a purple cube to the left of a brown cylinder,There is a brown cylinder to the left of a purple cube,left,cube,purple,cylinder,brown,000125.png
To the left of the cyan cylinder is the purple cube,To the left of the purple cube is the cyan cylinder,left,cube,purple,cylinder,cyan,000127.png
There is a purple cube to the left of a cyan cylinder,There is a cyan cylinder to the left of a purple cube,left,cube,purple,cylinder,cyan,000128.png
The purple cube is to the left of the gray cylinder,The gray cylinder is to the left of the purple cube,left,cube,purple,cylinder,gray,000129.png
There is a purple cube to the left of a gray cylinder,There is a gray cylinder to the left of a purple cube,left,cube,purple,cylinder,gray,000131.png
The purple cube is to the left of the green cylinder,The green cylinder is to the left of the purple cube,left,cube,purple,cylinder,green,000132.png
There is a purple cube to the left of a green cylinder,There is a green cylinder to the left of a purple cube,left,cube,purple,cylinder,green,000134.png
To the left of the purple cylinder is the purple cube,To the left of the purple cube is the purple cylinder,left,cube,purple,cylinder,purple,000136.png
There is a purple cube to the left of a purple cylinder,There is a purple cylinder to the left of a purple cube,left,cube,purple,cylinder,purple,000137.png
The purple cube is to the left of the red cylinder,The red cylinder is to the left of the purple cube,left,cube,purple,cylinder,red,000138.png
There is a purple cube to the left of a red cylinder,There is a red cylinder to the left of a purple cube,left,cube,purple,cylinder,red,000140.png
The purple cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the purple cube,left,cube,purple,cylinder,yellow,000141.png
There is a purple cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a purple cube,left,cube,purple,cylinder,yellow,000143.png
The red cube is to the left of the blue cylinder,The blue cylinder is to the left of the red cube,left,cube,red,cylinder,blue,000144.png
There is a red cube to the left of a blue cylinder,There is a blue cylinder to the left of a red cube,left,cube,red,cylinder,blue,000146.png
The red cube is to the left of the brown cylinder,The brown cylinder is to the left of the red cube,left,cube,red,cylinder,brown,000147.png
There is a red cube to the left of a brown cylinder,There is a brown cylinder to the left of a red cube,left,cube,red,cylinder,brown,000149.png
The red cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the red cube,left,cube,red,cylinder,cyan,000150.png
To the left of the cyan cylinder is the red cube,To the left of the red cube is the cyan cylinder,left,cube,red,cylinder,cyan,000151.png
To the left of the gray cylinder is the red cube,To the left of the red cube is the gray cylinder,left,cube,red,cylinder,gray,000154.png
There is a red cube to the left of a gray cylinder,There is a gray cylinder to the left of a red cube,left,cube,red,cylinder,gray,000155.png
The red cube is to the left of the green cylinder,The green cylinder is to the left of the red cube,left,cube,red,cylinder,green,000156.png
There is a red cube to the left of a green cylinder,There is a green cylinder to the left of a red cube,left,cube,red,cylinder,green,000158.png
The red cube is to the left of the purple cylinder,The purple cylinder is to the left of the red cube,left,cube,red,cylinder,purple,000159.png
There is a red cube to the left of a purple cylinder,There is a purple cylinder to the left of a red cube,left,cube,red,cylinder,purple,000161.png
To the left of the red cylinder is the red cube,To the left of the red cube is the red cylinder,left,cube,red,cylinder,red,000163.png
There is a red cube to the left of a red cylinder,There is a red cylinder to the left of a red cube,left,cube,red,cylinder,red,000164.png
The red cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the red cube,left,cube,red,cylinder,yellow,000165.png
To the left of the yellow cylinder is the red cube,To the left of the red cube is the yellow cylinder,left,cube,red,cylinder,yellow,000166.png
To the left of the blue cylinder is the yellow cube,To the left of the yellow cube is the blue cylinder,left,cube,yellow,cylinder,blue,000169.png
There is a yellow cube to the left of a blue cylinder,There is a blue cylinder to the left of a yellow cube,left,cube,yellow,cylinder,blue,000170.png
To the left of the brown cylinder is the yellow cube,To the left of the yellow cube is the brown cylinder,left,cube,yellow,cylinder,brown,000172.png
There is a yellow cube to the left of a brown cylinder,There is a brown cylinder to the left of a yellow cube,left,cube,yellow,cylinder,brown,000173.png
The yellow cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,cyan,000174.png
To the left of the cyan cylinder is the yellow cube,To the left of the yellow cube is the cyan cylinder,left,cube,yellow,cylinder,cyan,000175.png
The yellow cube is to the left of the gray cylinder,The gray cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,gray,000177.png
To the left of the gray cylinder is the yellow cube,To the left of the yellow cube is the gray cylinder,left,cube,yellow,cylinder,gray,000178.png
The yellow cube is to the left of the green cylinder,The green cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,green,000180.png
To the left of the green cylinder is the yellow cube,To the left of the yellow cube is the green cylinder,left,cube,yellow,cylinder,green,000181.png
The yellow cube is to the left of the purple cylinder,The purple cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,purple,000183.png
To the left of the purple cylinder is the yellow cube,To the left of the yellow cube is the purple cylinder,left,cube,yellow,cylinder,purple,000184.png
The yellow cube is to the left of the red cylinder,The red cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,red,000186.png
To the left of the red cylinder is the yellow cube,To the left of the yellow cube is the red cylinder,left,cube,yellow,cylinder,red,000187.png
The yellow cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,yellow,000189.png
There is a yellow cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a yellow cube,left,cube,yellow,cylinder,yellow,000191.png
The blue cube is to the left of the blue sphere,The blue sphere is to the left of the blue cube,left,cube,blue,sphere,blue,000192.png
To the left of the blue sphere is the blue cube,To the left of the blue cube is the blue sphere,left,cube,blue,sphere,blue,000193.png
To the left of the brown sphere is the blue cube,To the left of the blue cube is the brown sphere,left,cube,blue,sphere,brown,000196.png
There is a blue cube to the left of a brown sphere,There is a brown sphere to the left of a blue cube,left,cube,blue,sphere,brown,000197.png
The blue cube is to the left of the cyan sphere,The cyan sphere is to the left of the blue cube,left,cube,blue,sphere,cyan,000198.png
There is a blue cube to the left of a cyan sphere,There is a cyan sphere to the left of a blue cube,left,cube,blue,sphere,cyan,000200.png
The blue cube is to the left of the gray sphere,The gray sphere is to the left of the blue cube,left,cube,blue,sphere,gray,000201.png
There is a blue cube to the left of a gray sphere,There is a gray sphere to the left of a blue cube,left,cube,blue,sphere,gray,000203.png
The blue cube is to the left of the green sphere,The green sphere is to the left of the blue cube,left,cube,blue,sphere,green,000204.png
To the left of the green sphere is the blue cube,To the left of the blue cube is the green sphere,left,cube,blue,sphere,green,000205.png
The blue cube is to the left of the purple sphere,The purple sphere is to the left of the blue cube,left,cube,blue,sphere,purple,000207.png
To the left of the purple sphere is the blue cube,To the left of the blue cube is the purple sphere,left,cube,blue,sphere,purple,000208.png
The blue cube is to the left of the red sphere,The red sphere is to the left of the blue cube,left,cube,blue,sphere,red,000210.png
There is a blue cube to the left of a red sphere,There is a red sphere to the left of a blue cube,left,cube,blue,sphere,red,000212.png
The blue cube is to the left of the yellow sphere,The yellow sphere is to the left of the blue cube,left,cube,blue,sphere,yellow,000213.png
There is a blue cube to the left of a yellow sphere,There is a yellow sphere to the left of a blue cube,left,cube,blue,sphere,yellow,000215.png
To the left of the blue sphere is the brown cube,To the left of the brown cube is the blue sphere,left,cube,brown,sphere,blue,000217.png
There is a brown cube to the left of a blue sphere,There is a blue sphere to the left of a brown cube,left,cube,brown,sphere,blue,000218.png
The brown cube is to the left of the brown sphere,The brown sphere is to the left of the brown cube,left,cube,brown,sphere,brown,000219.png
To the left of the brown sphere is the brown cube,To the left of the brown cube is the brown sphere,left,cube,brown,sphere,brown,000220.png
The brown cube is to the left of the cyan sphere,The cyan sphere is to the left of the brown cube,left,cube,brown,sphere,cyan,000222.png
There is a brown cube to the left of a cyan sphere,There is a cyan sphere to the left of a brown cube,left,cube,brown,sphere,cyan,000224.png
The brown cube is to the left of the gray sphere,The gray sphere is to the left of the brown cube,left,cube,brown,sphere,gray,000225.png
There is a brown cube to the left of a gray sphere,There is a gray sphere to the left of a brown cube,left,cube,brown,sphere,gray,000227.png
The brown cube is to the left of the green sphere,The green sphere is to the left of the brown cube,left,cube,brown,sphere,green,000228.png
To the left of the green sphere is the brown cube,To the left of the brown cube is the green sphere,left,cube,brown,sphere,green,000229.png
The brown cube is to the left of the purple sphere,The purple sphere is to the left of the brown cube,left,cube,brown,sphere,purple,000231.png
There is a brown cube to the left of a purple sphere,There is a purple sphere to the left of a brown cube,left,cube,brown,sphere,purple,000233.png
To the left of the red sphere is the brown cube,To the left of the brown cube is the red sphere,left,cube,brown,sphere,red,000235.png
There is a brown cube to the left of a red sphere,There is a red sphere to the left of a brown cube,left,cube,brown,sphere,red,000236.png
To the left of the yellow sphere is the brown cube,To the left of the brown cube is the yellow sphere,left,cube,brown,sphere,yellow,000238.png
There is a brown cube to the left of a yellow sphere,There is a yellow sphere to the left of a brown cube,left,cube,brown,sphere,yellow,000239.png
To the left of the blue sphere is the cyan cube,To the left of the cyan cube is the blue sphere,left,cube,cyan,sphere,blue,000241.png
There is a cyan cube to the left of a blue sphere,There is a blue sphere to the left of a cyan cube,left,cube,cyan,sphere,blue,000242.png
The cyan cube is to the left of the brown sphere,The brown sphere is to the left of the cyan cube,left,cube,cyan,sphere,brown,000243.png
To the left of the brown sphere is the cyan cube,To the left of the cyan cube is the brown sphere,left,cube,cyan,sphere,brown,000244.png
To the left of the cyan sphere is the cyan cube,To the left of the cyan cube is the cyan sphere,left,cube,cyan,sphere,cyan,000247.png
There is a cyan cube to the left of a cyan sphere,There is a cyan sphere to the left of a cyan cube,left,cube,cyan,sphere,cyan,000248.png
To the left of the gray sphere is the cyan cube,To the left of the cyan cube is the gray sphere,left,cube,cyan,sphere,gray,000250.png
There is a cyan cube to the left of a gray sphere,There is a gray sphere to the left of a cyan cube,left,cube,cyan,sphere,gray,000251.png
The cyan cube is to the left of the green sphere,The green sphere is to the left of the cyan cube,left,cube,cyan,sphere,green,000252.png
There is a cyan cube to the left of a green sphere,There is a green sphere to the left of a cyan cube,left,cube,cyan,sphere,green,000254.png
The cyan cube is to the left of the purple sphere,The purple sphere is to the left of the cyan cube,left,cube,cyan,sphere,purple,000255.png
To the left of the purple sphere is the cyan cube,To the left of the cyan cube is the purple sphere,left,cube,cyan,sphere,purple,000256.png
The cyan cube is to the left of the red sphere,The red sphere is to the left of the cyan cube,left,cube,cyan,sphere,red,000258.png
There is a cyan cube to the left of a red sphere,There is a red sphere to the left of a cyan cube,left,cube,cyan,sphere,red,000260.png
The cyan cube is to the left of the yellow sphere,The yellow sphere is to the left of the cyan cube,left,cube,cyan,sphere,yellow,000261.png
To the left of the yellow sphere is the cyan cube,To the left of the cyan cube is the yellow sphere,left,cube,cyan,sphere,yellow,000262.png
The gray cube is to the left of the blue sphere,The blue sphere is to the left of the gray cube,left,cube,gray,sphere,blue,000264.png
To the left of the blue sphere is the gray cube,To the left of the gray cube is the blue sphere,left,cube,gray,sphere,blue,000265.png
To the left of the brown sphere is the gray cube,To the left of the gray cube is the brown sphere,left,cube,gray,sphere,brown,000268.png
There is a gray cube to the left of a brown sphere,There is a brown sphere to the left of a gray cube,left,cube,gray,sphere,brown,000269.png
The gray cube is to the left of the cyan sphere,The cyan sphere is to the left of the gray cube,left,cube,gray,sphere,cyan,000270.png
To the left of the cyan sphere is the gray cube,To the left of the gray cube is the cyan sphere,left,cube,gray,sphere,cyan,000271.png
The gray cube is to the left of the gray sphere,The gray sphere is to the left of the gray cube,left,cube,gray,sphere,gray,000273.png
There is a gray cube to the left of a gray sphere,There is a gray sphere to the left of a gray cube,left,cube,gray,sphere,gray,000275.png
The gray cube is to the left of the green sphere,The green sphere is to the left of the gray cube,left,cube,gray,sphere,green,000276.png
There is a gray cube to the left of a green sphere,There is a green sphere to the left of a gray cube,left,cube,gray,sphere,green,000278.png
To the left of the purple sphere is the gray cube,To the left of the gray cube is the purple sphere,left,cube,gray,sphere,purple,000280.png
There is a gray cube to the left of a purple sphere,There is a purple sphere to the left of a gray cube,left,cube,gray,sphere,purple,000281.png
The gray cube is to the left of the red sphere,The red sphere is to the left of the gray cube,left,cube,gray,sphere,red,000282.png
There is a gray cube to the left of a red sphere,There is a red sphere to the left of a gray cube,left,cube,gray,sphere,red,000284.png
The gray cube is to the left of the yellow sphere,The yellow sphere is to the left of the gray cube,left,cube,gray,sphere,yellow,000285.png
To the left of the yellow sphere is the gray cube,To the left of the gray cube is the yellow sphere,left,cube,gray,sphere,yellow,000286.png
The green cube is to the left of the blue sphere,The blue sphere is to the left of the green cube,left,cube,green,sphere,blue,000288.png
There is a green cube to the left of a blue sphere,There is a blue sphere to the left of a green cube,left,cube,green,sphere,blue,000290.png
To the left of the brown sphere is the green cube,To the left of the green cube is the brown sphere,left,cube,green,sphere,brown,000292.png
There is a green cube to the left of a brown sphere,There is a brown sphere to the left of a green cube,left,cube,green,sphere,brown,000293.png
The green cube is to the left of the cyan sphere,The cyan sphere is to the left of the green cube,left,cube,green,sphere,cyan,000294.png
There is a green cube to the left of a cyan sphere,There is a cyan sphere to the left of a green cube,left,cube,green,sphere,cyan,000296.png
The green cube is to the left of the gray sphere,The gray sphere is to the left of the green cube,left,cube,green,sphere,gray,000297.png
To the left of the gray sphere is the green cube,To the left of the green cube is the gray sphere,left,cube,green,sphere,gray,000298.png
The green cube is to the left of the green sphere,The green sphere is to the left of the green cube,left,cube,green,sphere,green,000300.png
To the left of the green sphere is the green cube,To the left of the green cube is the green sphere,left,cube,green,sphere,green,000301.png
To the left of the purple sphere is the green cube,To the left of the green cube is the purple sphere,left,cube,green,sphere,purple,000304.png
There is a green cube to the left of a purple sphere,There is a purple sphere to the left of a green cube,left,cube,green,sphere,purple,000305.png
The green cube is to the left of the red sphere,The red sphere is to the left of the green cube,left,cube,green,sphere,red,000306.png
To the left of the red sphere is the green cube,To the left of the green cube is the red sphere,left,cube,green,sphere,red,000307.png
The green cube is to the left of the yellow sphere,The yellow sphere is to the left of the green cube,left,cube,green,sphere,yellow,000309.png
To the left of the yellow sphere is the green cube,To the left of the green cube is the yellow sphere,left,cube,green,sphere,yellow,000310.png
To the left of the blue sphere is the purple cube,To the left of the purple cube is the blue sphere,left,cube,purple,sphere,blue,000313.png
There is a purple cube to the left of a blue sphere,There is a blue sphere to the left of a purple cube,left,cube,purple,sphere,blue,000314.png
The purple cube is to the left of the brown sphere,The brown sphere is to the left of the purple cube,left,cube,purple,sphere,brown,000315.png
To the left of the brown sphere is the purple cube,To the left of the purple cube is the brown sphere,left,cube,purple,sphere,brown,000316.png
The purple cube is to the left of the cyan sphere,The cyan sphere is to the left of the purple cube,left,cube,purple,sphere,cyan,000318.png
There is a purple cube to the left of a cyan sphere,There is a cyan sphere to the left of a purple cube,left,cube,purple,sphere,cyan,000320.png
The purple cube is to the left of the gray sphere,The gray sphere is to the left of the purple cube,left,cube,purple,sphere,gray,000321.png
There is a purple cube to the left of a gray sphere,There is a gray sphere to the left of a purple cube,left,cube,purple,sphere,gray,000323.png
The purple cube is to the left of the green sphere,The green sphere is to the left of the purple cube,left,cube,purple,sphere,green,000324.png
There is a purple cube to the left of a green sphere,There is a green sphere to the left of a purple cube,left,cube,purple,sphere,green,000326.png
The purple cube is to the left of the purple sphere,The purple sphere is to the left of the purple cube,left,cube,purple,sphere,purple,000327.png
To the left of the purple sphere is the purple cube,To the left of the purple cube is the purple sphere,left,cube,purple,sphere,purple,000328.png
The purple cube is to the left of the red sphere,The red sphere is to the left of the purple cube,left,cube,purple,sphere,red,000330.png
To the left of the red sphere is the purple cube,To the left of the purple cube is the red sphere,left,cube,purple,sphere,red,000331.png
The purple cube is to the left of the yellow sphere,The yellow sphere is to the left of the purple cube,left,cube,purple,sphere,yellow,000333.png
To the left of the yellow sphere is the purple cube,To the left of the purple cube is the yellow sphere,left,cube,purple,sphere,yellow,000334.png
The red cube is to the left of the blue sphere,The blue sphere is to the left of the red cube,left,cube,red,sphere,blue,000336.png
To the left of the blue sphere is the red cube,To the left of the red cube is the blue sphere,left,cube,red,sphere,blue,000337.png
The red cube is to the left of the brown sphere,The brown sphere is to the left of the red cube,left,cube,red,sphere,brown,000339.png
To the left of the brown sphere is the red cube,To the left of the red cube is the brown sphere,left,cube,red,sphere,brown,000340.png
To the left of the cyan sphere is the red cube,To the left of the red cube is the cyan sphere,left,cube,red,sphere,cyan,000343.png
There is a red cube to the left of a cyan sphere,There is a cyan sphere to the left of a red cube,left,cube,red,sphere,cyan,000344.png
To the left of the gray sphere is the red cube,To the left of the red cube is the gray sphere,left,cube,red,sphere,gray,000346.png
There is a red cube to the left of a gray sphere,There is a gray sphere to the left of a red cube,left,cube,red,sphere,gray,000347.png
The red cube is to the left of the green sphere,The green sphere is to the left of the red cube,left,cube,red,sphere,green,000348.png
To the left of the green sphere is the red cube,To the left of the red cube is the green sphere,left,cube,red,sphere,green,000349.png
The red cube is to the left of the purple sphere,The purple sphere is to the left of the red cube,left,cube,red,sphere,purple,000351.png
There is a red cube to the left of a purple sphere,There is a purple sphere to the left of a red cube,left,cube,red,sphere,purple,000353.png
To the left of the red sphere is the red cube,To the left of the red cube is the red sphere,left,cube,red,sphere,red,000355.png
There is a red cube to the left of a red sphere,There is a red sphere to the left of a red cube,left,cube,red,sphere,red,000356.png
To the left of the yellow sphere is the red cube,To the left of the red cube is the yellow sphere,left,cube,red,sphere,yellow,000358.png
There is a red cube to the left of a yellow sphere,There is a yellow sphere to the left of a red cube,left,cube,red,sphere,yellow,000359.png
The yellow cube is to the left of the blue sphere,The blue sphere is to the left of the yellow cube,left,cube,yellow,sphere,blue,000360.png
There is a yellow cube to the left of a blue sphere,There is a blue sphere to the left of a yellow cube,left,cube,yellow,sphere,blue,000362.png
The yellow cube is to the left of the brown sphere,The brown sphere is to the left of the yellow cube,left,cube,yellow,sphere,brown,000363.png
There is a yellow cube to the left of a brown sphere,There is a brown sphere to the left of a yellow cube,left,cube,yellow,sphere,brown,000365.png
To the left of the cyan sphere is the yellow cube,To the left of the yellow cube is the cyan sphere,left,cube,yellow,sphere,cyan,000367.png
There is a yellow cube to the left of a cyan sphere,There is a cyan sphere to the left of a yellow cube,left,cube,yellow,sphere,cyan,000368.png
To the left of the gray sphere is the yellow cube,To the left of the yellow cube is the gray sphere,left,cube,yellow,sphere,gray,000370.png
There is a yellow cube to the left of a gray sphere,There is a gray sphere to the left of a yellow cube,left,cube,yellow,sphere,gray,000371.png
