caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
There is a red cube to the left of a blue cylinder,There is a blue cylinder to the left of a red cube,left,cube,red,cylinder,blue,000146.png
The red cube is to the left of the brown cylinder,The brown cylinder is to the left of the red cube,left,cube,red,cylinder,brown,000147.png
To the left of the brown cylinder is the red cube,To the left of the red cube is the brown cylinder,left,cube,red,cylinder,brown,000148.png
There is a red cube to the left of a brown cylinder,There is a brown cylinder to the left of a red cube,left,cube,red,cylinder,brown,000149.png
The red cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the red cube,left,cube,red,cylinder,cyan,000150.png
To the left of the cyan cylinder is the red cube,To the left of the red cube is the cyan cylinder,left,cube,red,cylinder,cyan,000151.png
There is a red cube to the left of a cyan cylinder,There is a cyan cylinder to the left of a red cube,left,cube,red,cylinder,cyan,000152.png
The red cube is to the left of the gray cylinder,The gray cylinder is to the left of the red cube,left,cube,red,cylinder,gray,000153.png
To the left of the gray cylinder is the red cube,To the left of the red cube is the gray cylinder,left,cube,red,cylinder,gray,000154.png
There is a red cube to the left of a gray cylinder,There is a gray cylinder to the left of a red cube,left,cube,red,cylinder,gray,000155.png
The red cube is to the left of the green cylinder,The green cylinder is to the left of the red cube,left,cube,red,cylinder,green,000156.png
To the left of the green cylinder is the red cube,To the left of the red cube is the green cylinder,left,cube,red,cylinder,green,000157.png
There is a red cube to the left of a green cylinder,There is a green cylinder to the left of a red cube,left,cube,red,cylinder,green,000158.png
The red cube is to the left of the purple cylinder,The purple cylinder is to the left of the red cube,left,cube,red,cylinder,purple,000159.png
To the left of the purple cylinder is the red cube,To the left of the red cube is the purple cylinder,left,cube,red,cylinder,purple,000160.png
There is a red cube to the left of a purple cylinder,There is a purple cylinder to the left of a red cube,left,cube,red,cylinder,purple,000161.png
The red cube is to the left of the red cylinder,The red cylinder is to the left of the red cube,left,cube,red,cylinder,red,000162.png
To the left of the red cylinder is the red cube,To the left of the red cube is the red cylinder,left,cube,red,cylinder,red,000163.png
There is a red cube to the left of a red cylinder,There is a red cylinder to the left of a red cube,left,cube,red,cylinder,red,000164.png
The red cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the red cube,left,cube,red,cylinder,yellow,000165.png
To the left of the yellow cylinder is the red cube,To the left of the red cube is the yellow cylinder,left,cube,red,cylinder,yellow,000166.png
There is a red cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a red cube,left,cube,red,cylinder,yellow,000167.png
The yellow cube is to the left of the blue cylinder,The blue cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,blue,000168.png
To the left of the blue cylinder is the yellow cube,To the left of the yellow cube is the blue cylinder,left,cube,yellow,cylinder,blue,000169.png
There is a yellow cube to the left of a blue cylinder,There is a blue cylinder to the left of a yellow cube,left,cube,yellow,cylinder,blue,000170.png
The yellow cube is to the left of the brown cylinder,The brown cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,brown,000171.png
To the left of the brown cylinder is the yellow cube,To the left of the yellow cube is the brown cylinder,left,cube,yellow,cylinder,brown,000172.png
There is a yellow cube to the left of a brown cylinder,There is a brown cylinder to the left of a yellow cube,left,cube,yellow,cylinder,brown,000173.png
The yellow cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,cyan,000174.png
To the left of the cyan cylinder is the yellow cube,To the left of the yellow cube is the cyan cylinder,left,cube,yellow,cylinder,cyan,000175.png
There is a yellow cube to the left of a cyan cylinder,There is a cyan cylinder to the left of a yellow cube,left,cube,yellow,cylinder,cyan,000176.png
The yellow cube is to the left of the gray cylinder,The gray cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,gray,000177.png
To the left of the gray cylinder is the yellow cube,To the left of the yellow cube is the gray cylinder,left,cube,yellow,cylinder,gray,000178.png
There is a yellow cube to the left of a gray cylinder,There is a gray cylinder to the left of a yellow cube,left,cube,yellow,cylinder,gray,000179.png
The yellow cube is to the left of the green cylinder,The green cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,green,000180.png
To the left of the green cylinder is the yellow cube,To the left of the yellow cube is the green cylinder,left,cube,yellow,cylinder,green,000181.png
There is a yellow cube to the left of a green cylinder,There is a green cylinder to the left of a yellow cube,left,cube,yellow,cylinder,green,000182.png
The yellow cube is to the left of the purple cylinder,The purple cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,purple,000183.png
To the left of the purple cylinder is the yellow cube,To the left of the yellow cube is the purple cylinder,left,cube,yellow,cylinder,purple,000184.png
There is a yellow cube to the left of a purple cylinder,There is a purple cylinder to the left of a yellow cube,left,cube,yellow,cylinder,purple,000185.png
The yellow cube is to the left of the red cylinder,The red cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,red,000186.png
To the left of the red cylinder is the yellow cube,To the left of the yellow cube is the red cylinder,left,cube,yellow,cylinder,red,000187.png
There is a yellow cube to the left of a red cylinder,There is a red cylinder to the left of a yellow cube,left,cube,yellow,cylinder,red,000188.png
The yellow cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,yellow,000189.png
To the left of the yellow cylinder is the yellow cube,To the left of the yellow cube is the yellow cylinder,left,cube,yellow,cylinder,yellow,000190.png
There is a yellow cube to the left of a yellow cylinder,There is a yellow cylinder to the left of a yellow cube,left,cube,yellow,cylinder,yellow,000191.png
The blue cube is to the left of the brown cube,The brown cube is to the left of the blue cube,left,cube,blue,cube,brown,000192.png
To the left of the brown cube is the blue cube,To the left of the blue cube is the brown cube,left,cube,blue,cube,brown,000193.png
There is a blue cube to the left of a brown cube,There is a brown cube to the left of a blue cube,left,cube,blue,cube,brown,000194.png
The blue cube is to the left of the cyan cube,The cyan cube is to the left of the blue cube,left,cube,blue,cube,cyan,000195.png
To the left of the cyan cube is the blue cube,To the left of the blue cube is the cyan cube,left,cube,blue,cube,cyan,000196.png
There is a blue cube to the left of a cyan cube,There is a cyan cube to the left of a blue cube,left,cube,blue,cube,cyan,000197.png
The blue cube is to the left of the gray cube,The gray cube is to the left of the blue cube,left,cube,blue,cube,gray,000198.png
To the left of the gray cube is the blue cube,To the left of the blue cube is the gray cube,left,cube,blue,cube,gray,000199.png
There is a blue cube to the left of a gray cube,There is a gray cube to the left of a blue cube,left,cube,blue,cube,gray,000200.png
The blue cube is to the left of the green cube,The green cube is to the left of the blue cube,left,cube,blue,cube,green,000201.png
To the left of the green cube is the blue cube,To the left of the blue cube is the green cube,left,cube,blue,cube,green,000202.png
There is a blue cube to the left of a green cube,There is a green cube to the left of a blue cube,left,cube,blue,cube,green,000203.png
The blue cube is to the left of the purple cube,The purple cube is to the left of the blue cube,left,cube,blue,cube,purple,000204.png
To the left of the purple cube is the blue cube,To the left of the blue cube is the purple cube,left,cube,blue,cube,purple,000205.png
There is a blue cube to the left of a purple cube,There is a purple cube to the left of a blue cube,left,cube,blue,cube,purple,000206.png
The blue cube is to the left of the red cube,The red cube is to the left of the blue cube,left,cube,blue,cube,red,000207.png
To the left of the red cube is the blue cube,To the left of the blue cube is the red cube,left,cube,blue,cube,red,000208.png
There is a blue cube to the left of a red cube,There is a red cube to the left of a blue cube,left,cube,blue,cube,red,000209.png
The blue cube is to the left of the yellow cube,The yellow cube is to the left of the blue cube,left,cube,blue,cube,yellow,000210.png
To the left of the yellow cube is the blue cube,To the left of the blue cube is the yellow cube,left,cube,blue,cube,yellow,000211.png
There is a blue cube to the left of a yellow cube,There is a yellow cube to the left of a blue cube,left,cube,blue,cube,yellow,000212.png
The brown cube is to the left of the cyan cube,The cyan cube is to the left of the brown cube,left,cube,brown,cube,cyan,000213.png
To the left of the cyan cube is the brown cube,To the left of the brown cube is the cyan cube,left,cube,brown,cube,cyan,000214.png
There is a brown cube to the left of a cyan cube,There is a cyan cube to the left of a brown cube,left,cube,brown,cube,cyan,000215.png
The brown cube is to the left of the gray cube,The gray cube is to the left of the brown cube,left,cube,brown,cube,gray,000216.png
To the left of the gray cube is the brown cube,To the left of the brown cube is the gray cube,left,cube,brown,cube,gray,000217.png
There is a brown cube to the left of a gray cube,There is a gray cube to the left of a brown cube,left,cube,brown,cube,gray,000218.png
The brown cube is to the left of the green cube,The green cube is to the left of the brown cube,left,cube,brown,cube,green,000219.png
To the left of the green cube is the brown cube,To the left of the brown cube is the green cube,left,cube,brown,cube,green,000220.png
There is a brown cube to the left of a green cube,There is a green cube to the left of a brown cube,left,cube,brown,cube,green,000221.png
The brown cube is to the left of the purple cube,The purple cube is to the left of the brown cube,left,cube,brown,cube,purple,000222.png
To the left of the purple cube is the brown cube,To the left of the brown cube is the purple cube,left,cube,brown,cube,purple,000223.png
There is a brown cube to the left of a purple cube,There is a purple cube to the left of a brown cube,left,cube,brown,cube,purple,000224.png
The brown cube is to the left of the red cube,The red cube is to the left of the brown cube,left,cube,brown,cube,red,000225.png
To the left of the red cube is the brown cube,To the left of the brown cube is the red cube,left,cube,brown,cube,red,000226.png
There is a brown cube to the left of a red cube,There is a red cube to the left of a brown cube,left,cube,brown,cube,red,000227.png
The brown cube is to the left of the yellow cube,The yellow cube is to the left of the brown cube,left,cube,brown,cube,yellow,000228.png
To the left of the yellow cube is the brown cube,To the left of the brown cube is the yellow cube,left,cube,brown,cube,yellow,000229.png
There is a brown cube to the left of a yellow cube,There is a yellow cube to the left of a brown cube,left,cube,brown,cube,yellow,000230.png
The cyan cube is to the left of the gray cube,The gray cube is to the left of the cyan cube,left,cube,cyan,cube,gray,000231.png
To the left of the gray cube is the cyan cube,To the left of the cyan cube is the gray cube,left,cube,cyan,cube,gray,000232.png
There is a cyan cube to the left of a gray cube,There is a gray cube to the left of a cyan cube,left,cube,cyan,cube,gray,000233.png
The cyan cube is to the left of the green cube,The green cube is to the left of the cyan cube,left,cube,cyan,cube,green,000234.png
To the left of the green cube is the cyan cube,To the left of the cyan cube is the green cube,left,cube,cyan,cube,green,000235.png
There is a cyan cube to the left of a green cube,There is a green cube to the left of a cyan cube,left,cube,cyan,cube,green,000236.png
The cyan cube is to the left of the purple cube,The purple cube is to the left of the cyan cube,left,cube,cyan,cube,purple,000237.png
To the left of the purple cube is the cyan cube,To the left of the cyan cube is the purple cube,left,cube,cyan,cube,purple,000238.png
There is a cyan cube to the left of a purple cube,There is a purple cube to the left of a cyan cube,left,cube,cyan,cube,purple,000239.png
The cyan cube is to the left of the red cube,The red cube is to the left of the cyan cube,left,cube,cyan,cube,red,000240.png
To the left of the red cube is the cyan cube,To the left of the cyan cube is the red cube,left,cube,cyan,cube,red,000241.png
There is a cyan cube to the left of a red cube,There is a red cube to the left of a cyan cube,left,cube,cyan,cube,red,000242.png
The cyan cube is to the left of the yellow cube,The yellow cube is to the left of the cyan cube,left,cube,cyan,cube,yellow,000243.png
To the left of the yellow cube is the cyan cube,To the left of the cyan cube is the yellow cube,left,cube,cyan,cube,yellow,000244.png
There is a cyan cube to the left of a yellow cube,There is a yellow cube to the left of a cyan cube,left,cube,cyan,cube,yellow,000245.png
