caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The gray cube is to the left of the purple cylinder,The purple cylinder is to the left of the gray cube,left,cube,gray,cylinder,purple,000029.png
The gray cube is to the left of the red cylinder,The red cylinder is to the left of the gray cube,left,cube,gray,cylinder,red,000030.png
The gray cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the gray cube,left,cube,gray,cylinder,yellow,000031.png
The green cube is to the left of the blue cylinder,The blue cylinder is to the left of the green cube,left,cube,green,cylinder,blue,000032.png
The green cube is to the left of the brown cylinder,The brown cylinder is to the left of the green cube,left,cube,green,cylinder,brown,000033.png
The green cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the green cube,left,cube,green,cylinder,cyan,000034.png
The green cube is to the left of the gray cylinder,The gray cylinder is to the left of the green cube,left,cube,green,cylinder,gray,000035.png
The green cube is to the left of the purple cylinder,The purple cylinder is to the left of the green cube,left,cube,green,cylinder,purple,000037.png
The green cube is to the left of the red cylinder,The red cylinder is to the left of the green cube,left,cube,green,cylinder,red,000038.png
The green cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the green cube,left,cube,green,cylinder,yellow,000039.png
The purple cube is to the left of the brown cylinder,The brown cylinder is to the left of the purple cube,left,cube,purple,cylinder,brown,000041.png
The purple cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the purple cube,left,cube,purple,cylinder,cyan,000042.png
The purple cube is to the left of the gray cylinder,The gray cylinder is to the left of the purple cube,left,cube,purple,cylinder,gray,000043.png
The purple cube is to the left of the purple cylinder,The purple cylinder is to the left of the purple cube,left,cube,purple,cylinder,purple,000045.png
The purple cube is to the left of the red cylinder,The red cylinder is to the left of the purple cube,left,cube,purple,cylinder,red,000046.png
The purple cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the purple cube,left,cube,purple,cylinder,yellow,000047.png
The red cube is to the left of the blue cylinder,The blue cylinder is to the left of the red cube,left,cube,red,cylinder,blue,000048.png
The red cube is to the left of the brown cylinder,The brown cylinder is to the left of the red cube,left,cube,red,cylinder,brown,000049.png
The red cube is to the left of the cyan cylinder,The cyan cylinder is to the left of the red cube,left,cube,red,cylinder,cyan,000050.png
The red cube is to the left of the gray cylinder,The gray cylinder is to the left of the red cube,left,cube,red,cylinder,gray,000051.png
The red cube is to the left of the purple cylinder,The purple cylinder is to the left of the red cube,left,cube,red,cylinder,purple,000053.png
The red cube is to the left of the red cylinder,The red cylinder is to the left of the red cube,left,cube,red,cylinder,red,000054.png
The red cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the red cube,left,cube,red,cylinder,yellow,000055.png
The yellow cube is to the left of the brown cylinder,The brown cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,brown,000057.png
The yellow cube is to the left of the gray cylinder,The gray cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,gray,000059.png
The yellow cube is to the left of the green cylinder,The green cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,green,000060.png
The yellow cube is to the left of the red cylinder,The red cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,red,000062.png
The yellow cube is to the left of the yellow cylinder,The yellow cylinder is to the left of the yellow cube,left,cube,yellow,cylinder,yellow,000063.png
The blue cube is to the left of the brown sphere,The brown sphere is to the left of the blue cube,left,cube,blue,sphere,brown,000065.png
The blue cube is to the left of the cyan sphere,The cyan sphere is to the left of the blue cube,left,cube,blue,sphere,cyan,000066.png
The blue cube is to the left of the gray sphere,The gray sphere is to the left of the blue cube,left,cube,blue,sphere,gray,000067.png
The blue cube is to the left of the green sphere,The green sphere is to the left of the blue cube,left,cube,blue,sphere,green,000068.png
The blue cube is to the left of the red sphere,The red sphere is to the left of the blue cube,left,cube,blue,sphere,red,000070.png
The blue cube is to the left of the yellow sphere,The yellow sphere is to the left of the blue cube,left,cube,blue,sphere,yellow,000071.png
The brown cube is to the left of the blue sphere,The blue sphere is to the left of the brown cube,left,cube,brown,sphere,blue,000072.png
The brown cube is to the left of the cyan sphere,The cyan sphere is to the left of the brown cube,left,cube,brown,sphere,cyan,000074.png
The brown cube is to the left of the gray sphere,The gray sphere is to the left of the brown cube,left,cube,brown,sphere,gray,000075.png
The brown cube is to the left of the purple sphere,The purple sphere is to the left of the brown cube,left,cube,brown,sphere,purple,000077.png
The brown cube is to the left of the red sphere,The red sphere is to the left of the brown cube,left,cube,brown,sphere,red,000078.png
The brown cube is to the left of the yellow sphere,The yellow sphere is to the left of the brown cube,left,cube,brown,sphere,yellow,000079.png
The cyan cube is to the left of the brown sphere,The brown sphere is to the left of the cyan cube,left,cube,cyan,sphere,brown,000081.png
The cyan cube is to the left of the cyan sphere,The cyan sphere is to the left of the cyan cube,left,cube,cyan,sphere,cyan,000082.png
The cyan cube is to the left of the gray sphere,The gray sphere is to the left of the cyan cube,left,cube,cyan,sphere,gray,000083.png
The cyan cube is to the left of the green sphere,The green sphere is to the left of the cyan cube,left,cube,cyan,sphere,green,000084.png
The cyan cube is to the left of the purple sphere,The purple sphere is to the left of the cyan cube,left,cube,cyan,sphere,purple,000085.png
The cyan cube is to the left of the red sphere,The red sphere is to the left of the cyan cube,left,cube,cyan,sphere,red,000086.png
The cyan cube is to the left of the yellow sphere,The yellow sphere is to the left of the cyan cube,left,cube,cyan,sphere,yellow,000087.png
The gray cube is to the left of the blue sphere,The blue sphere is to the left of the gray cube,left,cube,gray,sphere,blue,000088.png
The gray cube is to the left of the cyan sphere,The cyan sphere is to the left of the gray cube,left,cube,gray,sphere,cyan,000090.png
The gray cube is to the left of the gray sphere,The gray sphere is to the left of the gray cube,left,cube,gray,sphere,gray,000091.png
The gray cube is to the left of the green sphere,The green sphere is to the left of the gray cube,left,cube,gray,sphere,green,000092.png
The gray cube is to the left of the purple sphere,The purple sphere is to the left of the gray cube,left,cube,gray,sphere,purple,000093.png
The gray cube is to the left of the red sphere,The red sphere is to the left of the gray cube,left,cube,gray,sphere,red,000094.png
The gray cube is to the left of the yellow sphere,The yellow sphere is to the left of the gray cube,left,cube,gray,sphere,yellow,000095.png
The green cube is to the left of the blue sphere,The blue sphere is to the left of the green cube,left,cube,green,sphere,blue,000096.png
The green cube is to the left of the brown sphere,The brown sphere is to the left of the green cube,left,cube,green,sphere,brown,000097.png
The green cube is to the left of the cyan sphere,The cyan sphere is to the left of the green cube,left,cube,green,sphere,cyan,000098.png
The green cube is to the left of the gray sphere,The gray sphere is to the left of the green cube,left,cube,green,sphere,gray,000099.png
The green cube is to the left of the purple sphere,The purple sphere is to the left of the green cube,left,cube,green,sphere,purple,000101.png
The green cube is to the left of the red sphere,The red sphere is to the left of the green cube,left,cube,green,sphere,red,000102.png
The green cube is to the left of the yellow sphere,The yellow sphere is to the left of the green cube,left,cube,green,sphere,yellow,000103.png
The purple cube is to the left of the brown sphere,The brown sphere is to the left of the purple cube,left,cube,purple,sphere,brown,000105.png
The purple cube is to the left of the cyan sphere,The cyan sphere is to the left of the purple cube,left,cube,purple,sphere,cyan,000106.png
The purple cube is to the left of the gray sphere,The gray sphere is to the left of the purple cube,left,cube,purple,sphere,gray,000107.png
The purple cube is to the left of the purple sphere,The purple sphere is to the left of the purple cube,left,cube,purple,sphere,purple,000109.png
The purple cube is to the left of the red sphere,The red sphere is to the left of the purple cube,left,cube,purple,sphere,red,000110.png
The purple cube is to the left of the yellow sphere,The yellow sphere is to the left of the purple cube,left,cube,purple,sphere,yellow,000111.png
The red cube is to the left of the blue sphere,The blue sphere is to the left of the red cube,left,cube,red,sphere,blue,000112.png
The red cube is to the left of the brown sphere,The brown sphere is to the left of the red cube,left,cube,red,sphere,brown,000113.png
The red cube is to the left of the cyan sphere,The cyan sphere is to the left of the red cube,left,cube,red,sphere,cyan,000114.png
The red cube is to the left of the gray sphere,The gray sphere is to the left of the red cube,left,cube,red,sphere,gray,000115.png
The red cube is to the left of the purple sphere,The purple sphere is to the left of the red cube,left,cube,red,sphere,purple,000117.png
The red cube is to the left of the red sphere,The red sphere is to the left of the red cube,left,cube,red,sphere,red,000118.png
The red cube is to the left of the yellow sphere,The yellow sphere is to the left of the red cube,left,cube,red,sphere,yellow,000119.png
The yellow cube is to the left of the brown sphere,The brown sphere is to the left of the yellow cube,left,cube,yellow,sphere,brown,000121.png
The yellow cube is to the left of the gray sphere,The gray sphere is to the left of the yellow cube,left,cube,yellow,sphere,gray,000123.png
The yellow cube is to the left of the green sphere,The green sphere is to the left of the yellow cube,left,cube,yellow,sphere,green,000124.png
The yellow cube is to the left of the red sphere,The red sphere is to the left of the yellow cube,left,cube,yellow,sphere,red,000126.png
The yellow cube is to the left of the yellow sphere,The yellow sphere is to the left of the yellow cube,left,cube,yellow,sphere,yellow,000127.png
The blue cylinder is to the left of the brown sphere,The brown sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,brown,000129.png
The blue cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,cyan,000130.png
The blue cylinder is to the left of the gray sphere,The gray sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,gray,000131.png
The blue cylinder is to the left of the green sphere,The green sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,green,000132.png
The blue cylinder is to the left of the red sphere,The red sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,red,000134.png
The blue cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the blue cylinder,left,cylinder,blue,sphere,yellow,000135.png
The brown cylinder is to the left of the blue sphere,The blue sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,blue,000136.png
The brown cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,cyan,000138.png
The brown cylinder is to the left of the gray sphere,The gray sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,gray,000139.png
The brown cylinder is to the left of the purple sphere,The purple sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,purple,000141.png
The brown cylinder is to the left of the red sphere,The red sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,red,000142.png
The brown cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the brown cylinder,left,cylinder,brown,sphere,yellow,000143.png
The cyan cylinder is to the left of the brown sphere,The brown sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,brown,000145.png
The cyan cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,cyan,000146.png
The cyan cylinder is to the left of the gray sphere,The gray sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,gray,000147.png
The cyan cylinder is to the left of the green sphere,The green sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,green,000148.png
The cyan cylinder is to the left of the purple sphere,The purple sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,purple,000149.png
The cyan cylinder is to the left of the red sphere,The red sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,red,000150.png
The cyan cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the cyan cylinder,left,cylinder,cyan,sphere,yellow,000151.png
The gray cylinder is to the left of the blue sphere,The blue sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,blue,000152.png
The gray cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,cyan,000154.png
The gray cylinder is to the left of the gray sphere,The gray sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,gray,000155.png
The gray cylinder is to the left of the green sphere,The green sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,green,000156.png
The gray cylinder is to the left of the purple sphere,The purple sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,purple,000157.png
The gray cylinder is to the left of the red sphere,The red sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,red,000158.png
The gray cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the gray cylinder,left,cylinder,gray,sphere,yellow,000159.png
The green cylinder is to the left of the blue sphere,The blue sphere is to the left of the green cylinder,left,cylinder,green,sphere,blue,000160.png
The green cylinder is to the left of the brown sphere,The brown sphere is to the left of the green cylinder,left,cylinder,green,sphere,brown,000161.png
The green cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the green cylinder,left,cylinder,green,sphere,cyan,000162.png
The green cylinder is to the left of the gray sphere,The gray sphere is to the left of the green cylinder,left,cylinder,green,sphere,gray,000163.png
The green cylinder is to the left of the purple sphere,The purple sphere is to the left of the green cylinder,left,cylinder,green,sphere,purple,000165.png
The green cylinder is to the left of the red sphere,The red sphere is to the left of the green cylinder,left,cylinder,green,sphere,red,000166.png
The green cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the green cylinder,left,cylinder,green,sphere,yellow,000167.png
The purple cylinder is to the left of the brown sphere,The brown sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,brown,000169.png
The purple cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,cyan,000170.png
The purple cylinder is to the left of the gray sphere,The gray sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,gray,000171.png
The purple cylinder is to the left of the purple sphere,The purple sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,purple,000173.png
The purple cylinder is to the left of the red sphere,The red sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,red,000174.png
The purple cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the purple cylinder,left,cylinder,purple,sphere,yellow,000175.png
The red cylinder is to the left of the blue sphere,The blue sphere is to the left of the red cylinder,left,cylinder,red,sphere,blue,000176.png
The red cylinder is to the left of the brown sphere,The brown sphere is to the left of the red cylinder,left,cylinder,red,sphere,brown,000177.png
The red cylinder is to the left of the cyan sphere,The cyan sphere is to the left of the red cylinder,left,cylinder,red,sphere,cyan,000178.png
The red cylinder is to the left of the gray sphere,The gray sphere is to the left of the red cylinder,left,cylinder,red,sphere,gray,000179.png
The red cylinder is to the left of the purple sphere,The purple sphere is to the left of the red cylinder,left,cylinder,red,sphere,purple,000181.png
The red cylinder is to the left of the red sphere,The red sphere is to the left of the red cylinder,left,cylinder,red,sphere,red,000182.png
The red cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the red cylinder,left,cylinder,red,sphere,yellow,000183.png
The yellow cylinder is to the left of the brown sphere,The brown sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,brown,000185.png
The yellow cylinder is to the left of the gray sphere,The gray sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,gray,000187.png
The yellow cylinder is to the left of the green sphere,The green sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,green,000188.png
The yellow cylinder is to the left of the red sphere,The red sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,red,000190.png
The yellow cylinder is to the left of the yellow sphere,The yellow sphere is to the left of the yellow cylinder,left,cylinder,yellow,sphere,yellow,000191.png
The blue cube is to the left of the cyan cube,The cyan cube is to the left of the blue cube,left,cube,blue,cube,cyan,000193.png
The blue cube is to the left of the gray cube,The gray cube is to the left of the blue cube,left,cube,blue,cube,gray,000194.png
The blue cube is to the left of the green cube,The green cube is to the left of the blue cube,left,cube,blue,cube,green,000195.png
The blue cube is to the left of the purple cube,The purple cube is to the left of the blue cube,left,cube,blue,cube,purple,000196.png
The blue cube is to the left of the red cube,The red cube is to the left of the blue cube,left,cube,blue,cube,red,000197.png
The blue cube is to the left of the yellow cube,The yellow cube is to the left of the blue cube,left,cube,blue,cube,yellow,000198.png
The brown cube is to the left of the cyan cube,The cyan cube is to the left of the brown cube,left,cube,brown,cube,cyan,000199.png
The brown cube is to the left of the purple cube,The purple cube is to the left of the brown cube,left,cube,brown,cube,purple,000202.png
The brown cube is to the left of the red cube,The red cube is to the left of the brown cube,left,cube,brown,cube,red,000203.png
The cyan cube is to the left of the gray cube,The gray cube is to the left of the cyan cube,left,cube,cyan,cube,gray,000205.png
The cyan cube is to the left of the green cube,The green cube is to the left of the cyan cube,left,cube,cyan,cube,green,000206.png
The cyan cube is to the left of the purple cube,The purple cube is to the left of the cyan cube,left,cube,cyan,cube,purple,000207.png
The cyan cube is to the left of the red cube,The red cube is to the left of the cyan cube,left,cube,cyan,cube,red,000208.png
The cyan cube is to the left of the yellow cube,The yellow cube is to the left of the cyan cube,left,cube,cyan,cube,yellow,000209.png
The gray cube is to the left of the green cube,The green cube is to the left of the gray cube,left,cube,gray,cube,green,000210.png
The gray cube is to the left of the purple cube,The purple cube is to the left of the gray cube,left,cube,gray,cube,purple,000211.png
The gray cube is to the left of the red cube,The red cube is to the left of the gray cube,left,cube,gray,cube,red,000212.png
The green cube is to the left of the purple cube,The purple cube is to the left of the green cube,left,cube,green,cube,purple,000214.png
The green cube is to the left of the red cube,The red cube is to the left of the green cube,left,cube,green,cube,red,000215.png
The green cube is to the left of the yellow cube,The yellow cube is to the left of the green cube,left,cube,green,cube,yellow,000216.png
The purple cube is to the left of the yellow cube,The yellow cube is to the left of the purple cube,left,cube,purple,cube,yellow,000218.png
The red cube is to the left of the yellow cube,The yellow cube is to the left of the red cube,left,cube,red,cube,yellow,000219.png
The blue cylinder is to the left of the cyan cylinder,The cyan cylinder is to the left of the blue cylinder,left,cylinder,blue,cylinder,cyan,000221.png
The blue cylinder is to the left of the gray cylinder,The gray cylinder is to the left of the blue cylinder,left,cylinder,blue,cylinder,gray,000222.png
The blue cylinder is to the left of the green cylinder,The green cylinder is to the left of the blue cylinder,left,cylinder,blue,cylinder,green,000223.png
The blue cylinder is to the left of the purple cylinder,The purple cylinder is to the left of the blue cylinder,left,cylinder,blue,cylinder,purple,000224.png
The blue cylinder is to the left of the red cylinder,The red cylinder is to the left of the blue cylinder,left,cylinder,blue,cylinder,red,000225.png
The blue cylinder is to the left of the yellow cylinder,The yellow cylinder is to the left of the blue cylinder,left,cylinder,blue,cylinder,yellow,000226.png
The brown cylinder is to the left of the cyan cylinder,The cyan cylinder is to the left of the brown cylinder,left,cylinder,brown,cylinder,cyan,000227.png
The brown cylinder is to the left of the purple cylinder,The purple cylinder is to the left of the brown cylinder,left,cylinder,brown,cylinder,purple,000230.png
The brown cylinder is to the left of the red cylinder,The red cylinder is to the left of the brown cylinder,left,cylinder,brown,cylinder,red,000231.png
The cyan cylinder is to the left of the gray cylinder,The gray cylinder is to the left of the cyan cylinder,left,cylinder,cyan,cylinder,gray,000233.png
The cyan cylinder is to the left of the green cylinder,The green cylinder is to the left of the cyan cylinder,left,cylinder,cyan,cylinder,green,000234.png
The cyan cylinder is to the left of the purple cylinder,The purple cylinder is to the left of the cyan cylinder,left,cylinder,cyan,cylinder,purple,000235.png
The cyan cylinder is to the left of the red cylinder,The red cylinder is to the left of the cyan cylinder,left,cylinder,cyan,cylinder,red,000236.png
The cyan cylinder is to the left of the yellow cylinder,The yellow cylinder is to the left of the cyan cylinder,left,cylinder,cyan,cylinder,yellow,000237.png
The gray cylinder is to the left of the green cylinder,The green cylinder is to the left of the gray cylinder,left,cylinder,gray,cylinder,green,000238.png
The gray cylinder is to the left of the purple cylinder,The purple cylinder is to the left of the gray cylinder,left,cylinder,gray,cylinder,purple,000239.png
The gray cylinder is to the left of the red cylinder,The red cylinder is to the left of the gray cylinder,left,cylinder,gray,cylinder,red,000240.png
The green cylinder is to the left of the purple cylinder,The purple cylinder is to the left of the green cylinder,left,cylinder,green,cylinder,purple,000242.png
The green cylinder is to the left of the red cylinder,The red cylinder is to the left of the green cylinder,left,cylinder,green,cylinder,red,000243.png
The green cylinder is to the left of the yellow cylinder,The yellow cylinder is to the left of the green cylinder,left,cylinder,green,cylinder,yellow,000244.png
The purple cylinder is to the left of the yellow cylinder,The yellow cylinder is to the left of the purple cylinder,left,cylinder,purple,cylinder,yellow,000246.png
The red cylinder is to the left of the yellow cylinder,The yellow cylinder is to the left of the red cylinder,left,cylinder,red,cylinder,yellow,000247.png
The blue sphere is to the left of the cyan sphere,The cyan sphere is to the left of the blue sphere,left,sphere,blue,sphere,cyan,000249.png
The blue sphere is to the left of the gray sphere,The gray sphere is to the left of the blue sphere,left,sphere,blue,sphere,gray,000250.png
The blue sphere is to the left of the green sphere,The green sphere is to the left of the blue sphere,left,sphere,blue,sphere,green,000251.png
The blue sphere is to the left of the purple sphere,The purple sphere is to the left of the blue sphere,left,sphere,blue,sphere,purple,000252.png
The blue sphere is to the left of the red sphere,The red sphere is to the left of the blue sphere,left,sphere,blue,sphere,red,000253.png
The blue sphere is to the left of the yellow sphere,The yellow sphere is to the left of the blue sphere,left,sphere,blue,sphere,yellow,000254.png
The brown sphere is to the left of the cyan sphere,The cyan sphere is to the left of the brown sphere,left,sphere,brown,sphere,cyan,000255.png
The brown sphere is to the left of the purple sphere,The purple sphere is to the left of the brown sphere,left,sphere,brown,sphere,purple,000258.png
The brown sphere is to the left of the red sphere,The red sphere is to the left of the brown sphere,left,sphere,brown,sphere,red,000259.png
The cyan sphere is to the left of the gray sphere,The gray sphere is to the left of the cyan sphere,left,sphere,cyan,sphere,gray,000261.png
The cyan sphere is to the left of the green sphere,The green sphere is to the left of the cyan sphere,left,sphere,cyan,sphere,green,000262.png
The cyan sphere is to the left of the purple sphere,The purple sphere is to the left of the cyan sphere,left,sphere,cyan,sphere,purple,000263.png
The cyan sphere is to the left of the red sphere,The red sphere is to the left of the cyan sphere,left,sphere,cyan,sphere,red,000264.png
The cyan sphere is to the left of the yellow sphere,The yellow sphere is to the left of the cyan sphere,left,sphere,cyan,sphere,yellow,000265.png
The gray sphere is to the left of the green sphere,The green sphere is to the left of the gray sphere,left,sphere,gray,sphere,green,000266.png
The gray sphere is to the left of the purple sphere,The purple sphere is to the left of the gray sphere,left,sphere,gray,sphere,purple,000267.png
The gray sphere is to the left of the red sphere,The red sphere is to the left of the gray sphere,left,sphere,gray,sphere,red,000268.png
The green sphere is to the left of the purple sphere,The purple sphere is to the left of the green sphere,left,sphere,green,sphere,purple,000270.png
The green sphere is to the left of the red sphere,The red sphere is to the left of the green sphere,left,sphere,green,sphere,red,000271.png
The green sphere is to the left of the yellow sphere,The yellow sphere is to the left of the green sphere,left,sphere,green,sphere,yellow,000272.png
The purple sphere is to the left of the yellow sphere,The yellow sphere is to the left of the purple sphere,left,sphere,purple,sphere,yellow,000274.png
The red sphere is to the left of the yellow sphere,The yellow sphere is to the left of the red sphere,left,sphere,red,sphere,yellow,000275.png
The blue cylinder is to the right of the brown sphere,The brown sphere is to the right of the blue cylinder,right,cylinder,blue,sphere,brown,000277.png
The blue cylinder is to the right of the cyan sphere,The cyan sphere is to the right of the blue cylinder,right,cylinder,blue,sphere,cyan,000278.png
The blue cylinder is to the right of the gray sphere,The gray sphere is to the right of the blue cylinder,right,cylinder,blue,sphere,gray,000279.png
The blue cylinder is to the right of the green sphere,The green sphere is to the right of the blue cylinder,right,cylinder,blue,sphere,green,000280.png
The blue cylinder is to the right of the red sphere,The red sphere is to the right of the blue cylinder,right,cylinder,blue,sphere,red,000282.png
The blue cylinder is to the right of the yellow sphere,The yellow sphere is to the right of the blue cylinder,right,cylinder,blue,sphere,yellow,000283.png
The brown cylinder is to the right of the blue sphere,The blue sphere is to the right of the brown cylinder,right,cylinder,brown,sphere,blue,000284.png
The brown cylinder is to the right of the cyan sphere,The cyan sphere is to the right of the brown cylinder,right,cylinder,brown,sphere,cyan,000286.png
The brown cylinder is to the right of the gray sphere,The gray sphere is to the right of the brown cylinder,right,cylinder,brown,sphere,gray,000287.png
The brown cylinder is to the right of the purple sphere,The purple sphere is to the right of the brown cylinder,right,cylinder,brown,sphere,purple,000289.png
The brown cylinder is to the right of the red sphere,The red sphere is to the right of the brown cylinder,right,cylinder,brown,sphere,red,000290.png
The brown cylinder is to the right of the yellow sphere,The yellow sphere is to the right of the brown cylinder,right,cylinder,brown,sphere,yellow,000291.png
The cyan cylinder is to the right of the brown sphere,The brown sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,brown,000293.png
The cyan cylinder is to the right of the cyan sphere,The cyan sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,cyan,000294.png
The cyan cylinder is to the right of the gray sphere,The gray sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,gray,000295.png
The cyan cylinder is to the right of the green sphere,The green sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,green,000296.png
The cyan cylinder is to the right of the purple sphere,The purple sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,purple,000297.png
The cyan cylinder is to the right of the red sphere,The red sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,red,000298.png
The cyan cylinder is to the right of the yellow sphere,The yellow sphere is to the right of the cyan cylinder,right,cylinder,cyan,sphere,yellow,000299.png
The gray cylinder is to the right of the blue sphere,The blue sphere is to the right of the gray cylinder,right,cylinder,gray,sphere,blue,000300.png
The gray cylinder is to the right of the cyan sphere,The cyan sphere is to the right of the gray cylinder,right,cylinder,gray,sphere,cyan,000302.png
The gray cylinder is to the right of the gray sphere,The gray sphere is to the right of the gray cylinder,right,cylinder,gray,sphere,gray,000303.png
The gray cylinder is to the right of the green sphere,The green sphere is to the right of the gray cylinder,right,cylinder,gray,sphere,green,000304.png
